STA_LOC,USE_CNT,MOVE_METER,MOVE_TIME,DATE
강남구,781,1622753.58,15366,2023-12-17
강동구,1341,2010433.41,20778,2023-12-17
강북구,509,943634.15,8565,2023-12-17
강서구,3532,4718607.71,44230,2023-12-17
관악구,831,1299670.97,12735,2023-12-17
광진구,1567,2332515.03,23396,2023-12-17
구로구,1165,1938420.92,17207,2023-12-17
금천구,425,643448.57,5947,2023-12-17
노원구,2178,3594590.08,32890,2023-12-17
도봉구,748,1374442.58,12353,2023-12-17
동대문구,1080,1916453.37,19989,2023-12-17
동작구,575,999893.0,9210,2023-12-17
마포구,1307,2506802.22,23164,2023-12-17
서대문구,561,1121071.01,9855,2023-12-17
서초구,727,1445062.49,13456,2023-12-17
성동구,952,1807458.6199999999,17123,2023-12-17
성북구,817,1433451.43,13089,2023-12-17
송파구,2599,4163863.35,43910,2023-12-17
양천구,1992,2978165.66,29471,2023-12-17
영등포구,2512,3730554.87,40899,2023-12-17
용산구,538,1072523.68,8299,2023-12-17
은평구,759,1263825.6,11516,2023-12-17
종로구,886,1390697.94,15449,2023-12-17
중구,570,1028161.27,10059,2023-12-17
중랑구,949,1395709.36,12720,2023-12-17
