STA_LOC,USE_CNT,MOVE_METER,MOVE_TIME,DATE
강남구,3256,8329634.86,72838,2023-12-12
강동구,4291,7864926.35,78619,2023-12-12
강북구,1417,2994397.82,29632,2023-12-12
강서구,14385,21614153.64,193755,2023-12-12
관악구,2283,4635897.15,42781,2023-12-12
광진구,5044,9364521.37,87223,2023-12-12
구로구,4365,9111883.49,74992,2023-12-12
금천구,2211,4373778.0,35114,2023-12-12
노원구,6509,12486253.31,115142,2023-12-12
도봉구,2253,4784302.39,41944,2023-12-12
동대문구,3641,7504205.37,71307,2023-12-12
동작구,1956,4797775.81,41587,2023-12-12
마포구,4819,10900777.68,98254,2023-12-12
서대문구,1958,4585786.87,38225,2023-12-12
서초구,3127,7211090.66,65682,2023-12-12
성동구,4549,10042832.46,90384,2023-12-12
성북구,2512,5208658.84,46829,2023-12-12
송파구,8966,17659651.8,172854,2023-12-12
양천구,6343,11623484.31,107170,2023-12-12
영등포구,9185,18282854.67,171299,2023-12-12
용산구,1933,4888727.16,40434,2023-12-12
은평구,2437,4882824.28,45195,2023-12-12
종로구,4065,7777388.91,80926,2023-12-12
중구,3029,6351232.29,66247,2023-12-12
중랑구,2916,5564045.17,51279,2023-12-12
