STA_LOC,USE_CNT,MOVE_METER,MOVE_TIME,DATE
강남구,1118,2324114.1,23402,2023-12-20
강동구,1800,2781936.62,31243,2023-12-20
강북구,617,1092190.07,12327,2023-12-20
강서구,6268,7798744.14,73616,2023-12-20
관악구,766,1230471.16,13730,2023-12-20
광진구,2002,3007265.02,31667,2023-12-20
구로구,1559,2648155.66,24149,2023-12-20
금천구,847,1396258.33,12090,2023-12-20
노원구,3029,4893074.7,48560,2023-12-20
도봉구,1037,1758940.32,16715,2023-12-20
동대문구,1634,2826022.66,27027,2023-12-20
동작구,657,1067809.56,10018,2023-12-20
마포구,1765,3005897.74,31936,2023-12-20
서대문구,732,1466363.14,13222,2023-12-20
서초구,1055,1805193.27,18441,2023-12-20
성동구,2009,3483899.35,34428,2023-12-20
성북구,1055,1725209.65,17332,2023-12-20
송파구,3401,5262958.3,60190,2023-12-20
양천구,2448,3665201.46,38481,2023-12-20
영등포구,3402,5038238.03,56741,2023-12-20
용산구,637,1134630.62,11947,2023-12-20
은평구,907,1385700.98,14298,2023-12-20
종로구,1647,2506653.53,29318,2023-12-20
중구,1134,1920018.91,21965,2023-12-20
중랑구,1293,2030578.92,18391,2023-12-20
