STA_LOC,USE_CNT,MOVE_METER,MOVE_TIME,DATE
강남구,909,1910229.17,18352,2023-12-16
강동구,1626,2612419.46,28977,2023-12-16
강북구,525,990763.4,10292,2023-12-16
강서구,4755,6310288.37,60655,2023-12-16
관악구,806,1409589.17,15336,2023-12-16
광진구,1727,2631670.41,27985,2023-12-16
구로구,1322,2275463.9,22373,2023-12-16
금천구,469,648822.74,7000,2023-12-16
노원구,2438,4018917.37,37015,2023-12-16
도봉구,865,1562567.94,15602,2023-12-16
동대문구,1308,2325843.92,24268,2023-12-16
동작구,621,1167945.19,11582,2023-12-16
마포구,1510,2681485.85,28730,2023-12-16
서대문구,669,1355868.85,12302,2023-12-16
서초구,836,1631133.9,16989,2023-12-16
성동구,1162,2131100.43,20877,2023-12-16
성북구,1010,1891823.23,17337,2023-12-16
송파구,2950,4732170.13,50446,2023-12-16
양천구,2481,3835624.17,39566,2023-12-16
영등포구,2774,4264449.88,47501,2023-12-16
용산구,592,1148587.8,9704,2023-12-16
은평구,917,1592290.21,16373,2023-12-16
종로구,1050,1631324.93,16639,2023-12-16
중구,654,1124510.98,11031,2023-12-16
중랑구,1083,1757912.67,17792,2023-12-16
