index,STA_LOC,USE_CNT,MOVE_METER,MOVE_TIME,DATE,tempmax,tempmin,feelslike,humidity
0,강남구,2425,5896986.54,51992,2023-12-29,4.5,-1.4,-0.1,70.2
1,강동구,3534,6268796.31,63960,2023-12-29,4.5,-1.4,-0.1,70.2
2,강북구,1167,2344129.22,24085,2023-12-29,4.5,-1.4,-0.1,70.2
3,강서구,10864,16031391.67,148967,2023-12-29,4.5,-1.4,-0.1,70.2
4,관악구,1844,3851627.64,36927,2023-12-29,4.5,-1.4,-0.1,70.2
5,광진구,3923,7297742.82,71841,2023-12-29,4.5,-1.4,-0.1,70.2
6,구로구,3529,7027569.15,59239,2023-12-29,4.5,-1.4,-0.1,70.2
7,금천구,1545,2906994.92,22672,2023-12-29,4.5,-1.4,-0.1,70.2
8,노원구,5193,9581393.5,89984,2023-12-29,4.5,-1.4,-0.1,70.2
9,도봉구,1872,3684421.44,34206,2023-12-29,4.5,-1.4,-0.1,70.2
10,동대문구,2826,5790090.92,54635,2023-12-29,4.5,-1.4,-0.1,70.2
11,동작구,1505,3432100.5,29615,2023-12-29,4.5,-1.4,-0.1,70.2
12,마포구,3789,7841496.18,75582,2023-12-29,4.5,-1.4,-0.1,70.2
13,서대문구,1520,3665933.52,30407,2023-12-29,4.5,-1.4,-0.1,70.2
14,서초구,2288,5212143.84,47890,2023-12-29,4.5,-1.4,-0.1,70.2
15,성동구,3296,7114294.2,64785,2023-12-29,4.5,-1.4,-0.1,70.2
16,성북구,1999,4170016.1,38168,2023-12-29,4.5,-1.4,-0.1,70.2
17,송파구,7197,13652390.5,137226,2023-12-29,4.5,-1.4,-0.1,70.2
18,양천구,5294,9282693.96,89639,2023-12-29,4.5,-1.4,-0.1,70.2
19,영등포구,7278,13554243.27,128418,2023-12-29,4.5,-1.4,-0.1,70.2
20,용산구,1533,3602344.51,30769,2023-12-29,4.5,-1.4,-0.1,70.2
21,은평구,2123,4079135.41,40941,2023-12-29,4.5,-1.4,-0.1,70.2
22,종로구,3004,5298359.59,57813,2023-12-29,4.5,-1.4,-0.1,70.2
23,중구,2118,4330470.97,45151,2023-12-29,4.5,-1.4,-0.1,70.2
24,중랑구,2502,4547058.82,41713,2023-12-29,4.5,-1.4,-0.1,70.2
