STA_LOC,USE_CNT,MOVE_METER,MOVE_TIME,DATE
강남구,2964,6538541.31,59298,2023-12-01
강동구,3902,6676291.58,67915,2023-12-01
강북구,1277,2418293.92,25313,2023-12-01
강서구,12527,17525914.71,157375,2023-12-01
관악구,1938,3526566.67,33490,2023-12-01
광진구,4340,6877363.93,71518,2023-12-01
구로구,3991,7419525.96,62313,2023-12-01
금천구,1788,3191252.91,25322,2023-12-01
노원구,5808,10369810.91,95428,2023-12-01
도봉구,1895,3663216.93,32876,2023-12-01
동대문구,3049,6188577.92,57077,2023-12-01
동작구,1563,3129797.2,27213,2023-12-01
마포구,3891,7599657.67,73055,2023-12-01
서대문구,1698,3585224.09,30429,2023-12-01
서초구,2621,5316740.35,48143,2023-12-01
성동구,3588,6966481.4,65190,2023-12-01
성북구,2300,4249210.21,38095,2023-12-01
송파구,7513,13669403.76,134568,2023-12-01
양천구,5595,9351563.0,85989,2023-12-01
영등포구,7988,13532936.93,134743,2023-12-01
용산구,1501,3288593.03,28045,2023-12-01
은평구,2246,3890283.75,36053,2023-12-01
종로구,3583,5880615.25,61650,2023-12-01
중구,2415,4521191.72,49367,2023-12-01
중랑구,2512,4370721.34,37803,2023-12-01
