STA_LOC,USE_CNT,MOVE_METER,MOVE_TIME,DATE
강남구,1070,2262932.6,23367,2023-12-23
강동구,1799,3011821.0100000002,34993,2023-12-23
강북구,716,1273043.93,13400,2023-12-23
강서구,5305,7474444.29,73318,2023-12-23
관악구,1043,1897305.47,20020,2023-12-23
광진구,2134,3743444.04,36139,2023-12-23
구로구,1564,2808152.1,26663,2023-12-23
금천구,519,913345.51,8287,2023-12-23
노원구,2811,4693197.22,45790,2023-12-23
도봉구,1023,1961754.47,18786,2023-12-23
동대문구,1428,2615351.91,27432,2023-12-23
동작구,765,1476706.47,14979,2023-12-23
마포구,1839,3722384.14,37403,2023-12-23
서대문구,729,1506759.69,13614,2023-12-23
서초구,1001,1962487.47,19119,2023-12-23
성동구,1477,3003374.61,29026,2023-12-23
성북구,1104,2082638.99,19999,2023-12-23
송파구,3635,6209064.36,64613,2023-12-23
양천구,2824,4354520.48,44238,2023-12-23
영등포구,3306,5373508.65,59012,2023-12-23
용산구,738,1478893.05,12850,2023-12-23
은평구,1182,2000912.97,20371,2023-12-23
종로구,1248,2176046.75,22368,2023-12-23
중구,749,1478789.3,15353,2023-12-23
중랑구,1318,2113987.56,21287,2023-12-23
