STA_LOC,USE_CNT,MOVE_METER,MOVE_TIME,DATE
강남구,2141,5245457.72,48626,2023-12-26
강동구,2957,5197705.11,54262,2023-12-26
강북구,1023,2167396.08,21419,2023-12-26
강서구,9836,14595062.09,133054,2023-12-26
관악구,1699,3438430.09,32791,2023-12-26
광진구,3559,6570572.34,63842,2023-12-26
구로구,3041,5834716.15,52988,2023-12-26
금천구,1360,2678576.77,22304,2023-12-26
노원구,4759,8770866.27,83767,2023-12-26
도봉구,1697,3572938.36,32308,2023-12-26
동대문구,2584,5396980.43,53192,2023-12-26
동작구,1370,3016566.2199999997,26852,2023-12-26
마포구,3328,7158772.24,67118,2023-12-26
서대문구,1283,2949603.06,25636,2023-12-26
서초구,2053,4668561.87,43025,2023-12-26
성동구,3163,6737260.12,63088,2023-12-26
성북구,1797,3619996.87,32451,2023-12-26
송파구,6299,11783367.76,118234,2023-12-26
양천구,4229,7390127.32,73216,2023-12-26
영등포구,6496,11942468.81,119322,2023-12-26
용산구,1306,2884703.39,25718,2023-12-26
은평구,1657,2996607.85,28481,2023-12-26
종로구,2848,5102001.11,57013,2023-12-26
중구,2076,4433665.43,44796,2023-12-26
중랑구,2221,4084105.13,37816,2023-12-26
