index,STA_LOC,USE_CNT,MOVE_METER,MOVE_TIME,DATE,tempmax,tempmin,feelslike,humidity
0,강남구,3863,9894128.29,84922,2023-12-07,11.3,0.9,5.4,62.1
1,강동구,4762,8769076.91,84532,2023-12-07,11.3,0.9,5.4,62.1
2,강북구,1624,3387893.86,32420,2023-12-07,11.3,0.9,5.4,62.1
3,강서구,15774,23753921.49,208954,2023-12-07,11.3,0.9,5.4,62.1
4,관악구,2620,5408451.81,49670,2023-12-07,11.3,0.9,5.4,62.1
5,광진구,5724,10427900.83,98055,2023-12-07,11.3,0.9,5.4,62.1
6,구로구,4870,10450912.31,83840,2023-12-07,11.3,0.9,5.4,62.1
7,금천구,2461,4910283.53,38845,2023-12-07,11.3,0.9,5.4,62.1
8,노원구,7355,14001966.34,129338,2023-12-07,11.3,0.9,5.4,62.1
9,도봉구,2485,5429829.25,46194,2023-12-07,11.3,0.9,5.4,62.1
10,동대문구,4162,8868750.38,78538,2023-12-07,11.3,0.9,5.4,62.1
11,동작구,2150,5212975.95,43422,2023-12-07,11.3,0.9,5.4,62.1
12,마포구,5400,12419192.03,106959,2023-12-07,11.3,0.9,5.4,62.1
13,서대문구,2103,5199578.22,42960,2023-12-07,11.3,0.9,5.4,62.1
14,서초구,3393,7939060.49,69520,2023-12-07,11.3,0.9,5.4,62.1
15,성동구,4901,11158371.7,94545,2023-12-07,11.3,0.9,5.4,62.1
16,성북구,3088,6345452.73,55216,2023-12-07,11.3,0.9,5.4,62.1
17,송파구,9867,19490833.82,186504,2023-12-07,11.3,0.9,5.4,62.1
18,양천구,6989,12865629.04,115257,2023-12-07,11.3,0.9,5.4,62.1
19,영등포구,10414,20877223.86,193586,2023-12-07,11.3,0.9,5.4,62.1
20,용산구,2105,5147469.53,40883,2023-12-07,11.3,0.9,5.4,62.1
21,은평구,2752,5220361.86,47561,2023-12-07,11.3,0.9,5.4,62.1
22,종로구,4610,8459010.09,86696,2023-12-07,11.3,0.9,5.4,62.1
23,중구,3484,7402252.78,73983,2023-12-07,11.3,0.9,5.4,62.1
24,중랑구,3271,6511607.52,56748,2023-12-07,11.3,0.9,5.4,62.1
