index,STA_LOC,USE_CNT,MOVE_METER,MOVE_TIME,DATE,tempmax,tempmin,feelslike,humidity
0,강남구,2493,8099986.94,68078,2022-03-08,12.1,1.0,5.0,53.5
1,강동구,3309,6451038.05,67952,2022-03-08,12.1,1.0,5.0,53.5
2,강북구,1292,3210587.95,29942,2022-03-08,12.1,1.0,5.0,53.5
3,강서구,8719,14674230.73,140023,2022-03-08,12.1,1.0,5.0,53.5
4,관악구,2162,5370574.9799999995,49813,2022-03-08,12.1,1.0,5.0,53.5
5,광진구,3901,8353135.5,76561,2022-03-08,12.1,1.0,5.0,53.5
6,구로구,2964,7912377.13,67777,2022-03-08,12.1,1.0,5.0,53.5
7,금천구,1425,3733029.45,29130,2022-03-08,12.1,1.0,5.0,53.5
8,노원구,4694,11014503.35,97339,2022-03-08,12.1,1.0,5.0,53.5
9,도봉구,1649,4382688.1,36134,2022-03-08,12.1,1.0,5.0,53.5
10,동대문구,3113,7574507.05,67927,2022-03-08,12.1,1.0,5.0,53.5
11,동작구,1551,4487207.86,39514,2022-03-08,12.1,1.0,5.0,53.5
12,마포구,4264,11785305.63,107602,2022-03-08,12.1,1.0,5.0,53.5
13,서대문구,1939,5502405.43,46040,2022-03-08,12.1,1.0,5.0,53.5
14,서초구,2406,7579372.74,65398,2022-03-08,12.1,1.0,5.0,53.5
15,성동구,3220,9825898.31,80258,2022-03-08,12.1,1.0,5.0,53.5
16,성북구,2253,5809495.36,49735,2022-03-08,12.1,1.0,5.0,53.5
17,송파구,7187,16227760.12,151249,2022-03-08,12.1,1.0,5.0,53.5
18,양천구,4385,8862473.81,85171,2022-03-08,12.1,1.0,5.0,53.5
19,영등포구,6657,16731985.97,152601,2022-03-08,12.1,1.0,5.0,53.5
20,용산구,1644,5130363.42,43630,2022-03-08,12.1,1.0,5.0,53.5
21,은평구,2013,4839382.63,43726,2022-03-08,12.1,1.0,5.0,53.5
22,종로구,3431,6662109.61,70923,2022-03-08,12.1,1.0,5.0,53.5
23,중구,2272,5437551.98,52555,2022-03-08,12.1,1.0,5.0,53.5
24,중랑구,2222,4878792.04,44679,2022-03-08,12.1,1.0,5.0,53.5
