index,STA_LOC,USE_CNT,MOVE_METER,MOVE_TIME,DATE,tempmax,tempmin,feelslike,humidity
0,강남구,1748,5090723.58,48220,2022-03-05,6.6,-0.1,-0.8,40.1
1,강동구,2352,5014858.36,54103,2022-03-05,6.6,-0.1,-0.8,40.1
2,강북구,936,2480069.7,23428,2022-03-05,6.6,-0.1,-0.8,40.1
3,강서구,5818,9988112.64,104523,2022-03-05,6.6,-0.1,-0.8,40.1
4,관악구,1765,4688229.87,43711,2022-03-05,6.6,-0.1,-0.8,40.1
5,광진구,2613,5707013.25,57162,2022-03-05,6.6,-0.1,-0.8,40.1
6,구로구,1913,5192671.44,48084,2022-03-05,6.6,-0.1,-0.8,40.1
7,금천구,712,1664633.79,16566,2022-03-05,6.6,-0.1,-0.8,40.1
8,노원구,3478,7771922.9799999995,73850,2022-03-05,6.6,-0.1,-0.8,40.1
9,도봉구,1182,3156756.26,28446,2022-03-05,6.6,-0.1,-0.8,40.1
10,동대문구,2162,5098250.98,48730,2022-03-05,6.6,-0.1,-0.8,40.1
11,동작구,1181,3594052.73,32843,2022-03-05,6.6,-0.1,-0.8,40.1
12,마포구,2957,8510957.33,85102,2022-03-05,6.6,-0.1,-0.8,40.1
13,서대문구,1369,3781890.79,36077,2022-03-05,6.6,-0.1,-0.8,40.1
14,서초구,1691,4981498.75,46925,2022-03-05,6.6,-0.1,-0.8,40.1
15,성동구,2062,6701177.73,59081,2022-03-05,6.6,-0.1,-0.8,40.1
16,성북구,1690,4214323.38,39482,2022-03-05,6.6,-0.1,-0.8,40.1
17,송파구,5218,11493208.01,118278,2022-03-05,6.6,-0.1,-0.8,40.1
18,양천구,3339,7228483.11,73065,2022-03-05,6.6,-0.1,-0.8,40.1
19,영등포구,4277,11011156.59,109093,2022-03-05,6.6,-0.1,-0.8,40.1
20,용산구,1112,3586087.03,33159,2022-03-05,6.6,-0.1,-0.8,40.1
21,은평구,1739,4049476.93,38911,2022-03-05,6.6,-0.1,-0.8,40.1
22,종로구,1889,3712837.61,37354,2022-03-05,6.6,-0.1,-0.8,40.1
23,중구,1101,2686646.88,26209,2022-03-05,6.6,-0.1,-0.8,40.1
24,중랑구,1683,3738627.52,37103,2022-03-05,6.6,-0.1,-0.8,40.1
