STA_LOC,USE_CNT,AVG_MOVE_TIME,DATE,Day_of_Week,Is_Holiday,Is_Weekend
강남구,5850,23.717094017094016,2025-06-09,Monday,False,False
강동구,8082,19.089581786686463,2025-06-09,Monday,False,False
강북구,2008,22.485059760956176,2025-06-09,Monday,False,False
강서구,19761,15.13653155204696,2025-06-09,Monday,False,False
관악구,3112,22.667737789203084,2025-06-09,Monday,False,False
광진구,8258,19.862194235892467,2025-06-09,Monday,False,False
구로구,6583,19.468327510253683,2025-06-09,Monday,False,False
금천구,2892,18.497579529737205,2025-06-09,Monday,False,False
노원구,9889,19.0056628577207,2025-06-09,Monday,False,False
도봉구,3437,20.253418679080593,2025-06-09,Monday,False,False
동대문구,5464,21.220717423133237,2025-06-09,Monday,False,False
동작구,2684,23.810730253353203,2025-06-09,Monday,False,False
마포구,6852,24.62974314068885,2025-06-09,Monday,False,False
서대문구,2713,22.976041282712863,2025-06-09,Monday,False,False
서초구,5089,24.938101788170563,2025-06-09,Monday,False,False
성동구,6365,24.21602513747054,2025-06-09,Monday,False,False
성북구,3166,20.971572962728995,2025-06-09,Monday,False,False
송파구,15300,19.636601307189544,2025-06-09,Monday,False,False
양천구,9099,17.693812506868888,2025-06-09,Monday,False,False
영등포구,15014,21.1882243239643,2025-06-09,Monday,False,False
용산구,2925,25.982905982905983,2025-06-09,Monday,False,False
은평구,3629,20.87820336180766,2025-06-09,Monday,False,False
종로구,4976,21.575763665594856,2025-06-09,Monday,False,False
중구,4000,23.275,2025-06-09,Monday,False,False
중랑구,4573,19.097966324076097,2025-06-09,Monday,False,False
