STA_LOC,USE_CNT,AVG_MOVE_TIME,DATE,Day_of_Week,Is_Holiday,Is_Weekend
강남구,5577,23.997848305540614,2024-10-31,Thursday,False,False
강동구,7099,18.97703901958022,2024-10-31,Thursday,False,False
강북구,2056,20.894941634241246,2024-10-31,Thursday,False,False
강서구,21814,14.383285963142935,2024-10-31,Thursday,False,False
관악구,3228,21.186493184634447,2024-10-31,Thursday,False,False
광진구,7778,19.295062998200052,2024-10-31,Thursday,False,False
구로구,7234,18.732098424108376,2024-10-31,Thursday,False,False
금천구,3493,17.12711136558832,2024-10-31,Thursday,False,False
노원구,9601,19.061243620456203,2024-10-31,Thursday,False,False
도봉구,3343,19.4699371821717,2024-10-31,Thursday,False,False
동대문구,5731,20.342697609492234,2024-10-31,Thursday,False,False
동작구,2831,23.254680324973506,2024-10-31,Thursday,False,False
마포구,7766,23.473087818696882,2024-10-31,Thursday,False,False
서대문구,3018,21.897945659377072,2024-10-31,Thursday,False,False
서초구,5137,23.40840957757446,2024-10-31,Thursday,False,False
성동구,6660,23.444594594594594,2024-10-31,Thursday,False,False
성북구,3511,20.252064938763883,2024-10-31,Thursday,False,False
송파구,14805,19.812968591691995,2024-10-31,Thursday,False,False
양천구,10330,17.371248789932235,2024-10-31,Thursday,False,False
영등포구,15709,20.81590171239417,2024-10-31,Thursday,False,False
용산구,2778,25.121310295176386,2024-10-31,Thursday,False,False
은평구,3849,19.974019225772928,2024-10-31,Thursday,False,False
종로구,5767,21.244841338650946,2024-10-31,Thursday,False,False
중구,4144,22.562982625482626,2024-10-31,Thursday,False,False
중랑구,4558,19.55221588415972,2024-10-31,Thursday,False,False
