date,district,tmfc,TMX,TMN,REH_mean,POP_max,WSD_mean,REH_count,POP_count,WSD_count
20250716,강남구,2025071520,27.0,23.0,82.91666666666667,60.0,1.6666666666666667,24,24,24
20250716,강동구,2025071520,27.0,23.0,83.33333333333333,60.0,1.5250000000000001,24,24,24
20250716,강북구,2025071520,25.0,20.0,85.0,60.0,1.8166666666666664,24,24,24
20250716,강서구,2025071520,27.0,23.0,86.875,60.0,1.9208333333333334,24,24,24
20250716,관악구,2025071520,27.0,23.0,83.125,60.0,1.7666666666666666,24,24,24
20250716,광진구,2025071520,27.0,23.0,81.04166666666667,60.0,1.5958333333333332,24,24,24
20250716,구로구,2025071520,27.0,23.0,79.16666666666667,60.0,1.8333333333333333,24,24,24
20250716,금천구,2025071520,26.0,22.0,86.66666666666667,60.0,1.7791666666666668,24,24,24
20250716,노원구,2025071520,27.0,22.0,86.25,60.0,1.7666666666666666,24,24,24
20250716,도봉구,2025071520,27.0,22.0,86.25,60.0,1.7666666666666666,24,24,24
20250716,동대문구,2025071520,27.0,23.0,82.91666666666667,60.0,1.75,24,24,24
20250716,동작구,2025071520,27.0,23.0,83.125,60.0,1.7666666666666666,24,24,24
20250716,마포구,2025071520,27.0,23.0,83.95833333333333,60.0,1.8208333333333335,24,24,24
20250716,서대문구,2025071520,27.0,23.0,83.95833333333333,60.0,1.8208333333333335,24,24,24
20250716,서초구,2025071520,27.0,23.0,82.91666666666667,60.0,1.6666666666666667,24,24,24
20250716,성동구,2025071520,28.0,23.0,81.45833333333333,60.0,1.6583333333333332,24,24,24
20250716,성북구,2025071520,25.0,20.0,85.0,60.0,1.8166666666666664,24,24,24
20250716,송파구,2025071520,27.0,23.0,82.91666666666667,60.0,1.5791666666666666,24,24,24
20250716,양천구,2025071520,26.0,23.0,82.29166666666667,60.0,1.8291666666666668,24,24,24
20250716,영등포구,2025071520,27.0,23.0,82.29166666666667,60.0,1.7750000000000001,24,24,24
20250716,용산구,2025071520,27.0,23.0,82.70833333333333,60.0,1.7333333333333334,24,24,24
20250716,은평구,2025071520,27.0,22.0,86.875,60.0,1.8666666666666665,24,24,24
20250716,종로구,2025071520,28.0,23.0,84.79166666666667,60.0,1.7916666666666667,24,24,24
20250716,중구,2025071520,28.0,23.0,84.79166666666667,60.0,1.7916666666666667,24,24,24
20250716,중랑구,2025071520,27.0,23.0,82.08333333333333,60.0,1.695833333333333,24,24,24
