date,district,tmfc,TMX,TMN,REH_mean,POP_max,WSD_mean,REH_count,POP_count,WSD_count
20240730,강남구,2024072920,32.0,26.0,83.75,60.0,2.1875,24,24,24
20240730,강동구,2024072920,32.0,26.0,83.33333333333333,60.0,2.2125,24,24,24
20240730,강북구,2024072920,29.0,23.0,85.41666666666667,60.0,2.1125000000000003,24,24,24
20240730,강서구,2024072920,32.0,26.0,87.08333333333333,60.0,2.4499999999999997,24,24,24
20240730,관악구,2024072920,31.0,26.0,84.58333333333333,60.0,2.3125,24,24,24
20240730,광진구,2024072920,32.0,26.0,81.45833333333333,60.0,2.1625,24,24,24
20240730,구로구,2024072920,32.0,26.0,82.08333333333333,60.0,2.4166666666666665,24,24,24
20240730,금천구,2024072920,31.0,26.0,86.25,60.0,2.3583333333333334,24,24,24
20240730,노원구,2024072920,32.0,26.0,87.29166666666667,60.0,2.1333333333333333,24,24,24
20240730,도봉구,2024072920,32.0,26.0,87.29166666666667,60.0,2.1333333333333333,24,24,24
20240730,동대문구,2024072920,32.0,26.0,83.54166666666667,60.0,2.1208333333333336,24,24,24
20240730,동작구,2024072920,31.0,26.0,84.58333333333333,60.0,2.3125,24,24,24
20240730,마포구,2024072920,31.0,26.0,85.625,60.0,2.2291666666666665,24,24,24
20240730,서대문구,2024072920,31.0,26.0,85.625,60.0,2.2291666666666665,24,24,24
20240730,서초구,2024072920,32.0,26.0,83.75,60.0,2.1875,24,24,24
20240730,성동구,2024072920,33.0,26.0,81.45833333333333,60.0,2.1625,24,24,24
20240730,성북구,2024072920,29.0,23.0,85.41666666666667,60.0,2.1125000000000003,24,24,24
20240730,송파구,2024072920,33.0,26.0,81.25,60.0,2.2083333333333335,24,24,24
20240730,양천구,2024072920,31.0,26.0,84.16666666666667,60.0,2.358333333333333,24,24,24
20240730,영등포구,2024072920,32.0,26.0,85.0,60.0,2.2624999999999997,24,24,24
20240730,용산구,2024072920,32.0,26.0,85.20833333333333,60.0,2.1708333333333334,24,24,24
20240730,은평구,2024072920,32.0,25.0,86.04166666666667,60.0,2.1833333333333336,24,24,24
20240730,종로구,2024072920,31.0,26.0,84.16666666666667,60.0,2.125,24,24,24
20240730,중구,2024072920,31.0,26.0,84.16666666666667,60.0,2.125,24,24,24
20240730,중랑구,2024072920,32.0,26.0,82.5,60.0,2.1708333333333334,24,24,24
