date,district,tmfc,TMX,TMN,REH_mean,POP_max,WSD_mean,REH_count,POP_count,WSD_count
20250526,강남구,2025052520,27.0,12.0,60.833333333333336,0.0,1.5,24,24,24
20250526,강동구,2025052520,26.0,12.0,61.041666666666664,0.0,1.3708333333333333,24,24,24
20250526,강북구,2025052520,24.0,10.0,61.666666666666664,0.0,1.5583333333333333,24,24,24
20250526,강서구,2025052520,26.0,12.0,66.25,0.0,1.7541666666666664,24,24,24
20250526,관악구,2025052520,26.0,12.0,61.875,0.0,1.6000000000000003,24,24,24
20250526,광진구,2025052520,26.0,13.0,59.791666666666664,0.0,1.3833333333333335,24,24,24
20250526,구로구,2025052520,26.0,12.0,61.458333333333336,0.0,1.6500000000000004,24,24,24
20250526,금천구,2025052520,26.0,11.0,63.75,0.0,1.675,24,24,24
20250526,노원구,2025052520,26.0,11.0,61.875,0.0,1.5166666666666666,24,24,24
20250526,도봉구,2025052520,26.0,11.0,61.875,0.0,1.5166666666666666,24,24,24
20250526,동대문구,2025052520,26.0,12.0,59.375,0.0,1.4958333333333333,24,24,24
20250526,동작구,2025052520,26.0,12.0,61.875,0.0,1.6000000000000003,24,24,24
20250526,마포구,2025052520,26.0,12.0,62.291666666666664,0.0,1.5875000000000001,24,24,24
20250526,서대문구,2025052520,26.0,12.0,62.291666666666664,0.0,1.5875000000000001,24,24,24
20250526,서초구,2025052520,27.0,12.0,60.833333333333336,0.0,1.5,24,24,24
20250526,성동구,2025052520,27.0,12.0,58.958333333333336,0.0,1.4375,24,24,24
20250526,성북구,2025052520,24.0,10.0,61.666666666666664,0.0,1.5583333333333333,24,24,24
20250526,송파구,2025052520,27.0,13.0,59.791666666666664,0.0,1.4708333333333332,24,24,24
20250526,양천구,2025052520,25.0,12.0,63.75,0.0,1.6166666666666665,24,24,24
20250526,영등포구,2025052520,26.0,12.0,63.125,0.0,1.5583333333333333,24,24,24
20250526,용산구,2025052520,26.0,12.0,62.083333333333336,0.0,1.4791666666666667,24,24,24
20250526,은평구,2025052520,26.0,12.0,62.916666666666664,0.0,1.6416666666666668,24,24,24
20250526,종로구,2025052520,26.0,13.0,62.083333333333336,0.0,1.5416666666666667,24,24,24
20250526,중구,2025052520,26.0,13.0,62.083333333333336,0.0,1.5416666666666667,24,24,24
20250526,중랑구,2025052520,26.0,12.0,59.166666666666664,0.0,1.4666666666666668,24,24,24
