date,district,tmfc,TMX,TMN,REH_mean,POP_max,WSD_mean,REH_count,POP_count,WSD_count
20250304,강남구,2025030320,4.0,0.0,65.20833333333333,80.0,2.720833333333333,24,24,24
20250304,강동구,2025030320,3.0,0.0,65.0,80.0,2.970833333333333,24,24,24
20250304,강북구,2025030320,1.0,-3.0,66.25,80.0,2.6125,24,24,24
20250304,강서구,2025030320,4.0,-2.0,69.79166666666667,80.0,2.9499999999999997,24,24,24
20250304,관악구,2025030320,3.0,0.0,66.45833333333333,80.0,2.7291666666666665,24,24,24
20250304,광진구,2025030320,3.0,0.0,63.125,80.0,2.8625000000000003,24,24,24
20250304,구로구,2025030320,4.0,1.0,64.79166666666667,80.0,2.795833333333333,24,24,24
20250304,금천구,2025030320,2.0,-1.0,70.83333333333333,80.0,2.6791666666666667,24,24,24
20250304,노원구,2025030320,4.0,-1.0,66.04166666666667,80.0,2.841666666666667,24,24,24
20250304,도봉구,2025030320,4.0,-1.0,66.04166666666667,80.0,2.841666666666667,24,24,24
20250304,동대문구,2025030320,3.0,0.0,63.333333333333336,80.0,2.7708333333333335,24,24,24
20250304,동작구,2025030320,3.0,0.0,66.45833333333333,80.0,2.7291666666666665,24,24,24
20250304,마포구,2025030320,3.0,0.0,64.375,80.0,2.7125,24,24,24
20250304,서대문구,2025030320,3.0,0.0,64.375,80.0,2.7125,24,24,24
20250304,서초구,2025030320,4.0,0.0,65.20833333333333,80.0,2.720833333333333,24,24,24
20250304,성동구,2025030320,3.0,1.0,64.375,80.0,2.745833333333333,24,24,24
20250304,성북구,2025030320,1.0,-3.0,66.25,80.0,2.6125,24,24,24
20250304,송파구,2025030320,4.0,0.0,63.541666666666664,80.0,2.795833333333333,24,24,24
20250304,양천구,2025030320,3.0,0.0,65.0,80.0,2.8083333333333336,24,24,24
20250304,영등포구,2025030320,3.0,0.0,64.79166666666667,80.0,2.7375000000000003,24,24,24
20250304,용산구,2025030320,3.0,0.0,64.58333333333333,80.0,2.670833333333333,24,24,24
20250304,은평구,2025030320,3.0,-1.0,67.08333333333333,80.0,2.7125,24,24,24
20250304,종로구,2025030320,4.0,0.0,65.41666666666667,80.0,2.6458333333333335,24,24,24
20250304,중구,2025030320,4.0,0.0,65.41666666666667,80.0,2.6458333333333335,24,24,24
20250304,중랑구,2025030320,3.0,0.0,62.916666666666664,80.0,2.9249999999999994,24,24,24
