index,STA_LOC,USE_CNT,MOVE_METER,MOVE_TIME,DATE,tempmax,tempmin,feelslike,humidity
0,강남구,1796,5283470.53,47704,2022-02-18,5.5,-7.9,-3.9,40.6
1,강동구,2418,4346125.3,49169,2022-02-18,5.5,-7.9,-3.9,40.6
2,강북구,864,1817194.78,17153,2022-02-18,5.5,-7.9,-3.9,40.6
3,강서구,6398,9594279.76,93360,2022-02-18,5.5,-7.9,-3.9,40.6
4,관악구,1659,3832011.5,35177,2022-02-18,5.5,-7.9,-3.9,40.6
5,광진구,2733,5292896.94,54560,2022-02-18,5.5,-7.9,-3.9,40.6
6,구로구,2154,5001828.5,45053,2022-02-18,5.5,-7.9,-3.9,40.6
7,금천구,1030,2301284.69,19548,2022-02-18,5.5,-7.9,-3.9,40.6
8,노원구,3051,6564693.85,61352,2022-02-18,5.5,-7.9,-3.9,40.6
9,도봉구,1094,2681628.6,23973,2022-02-18,5.5,-7.9,-3.9,40.6
10,동대문구,2031,4433438.14,41393,2022-02-18,5.5,-7.9,-3.9,40.6
11,동작구,1073,2627270.61,23590,2022-02-18,5.5,-7.9,-3.9,40.6
12,마포구,2942,6712077.06,68256,2022-02-18,5.5,-7.9,-3.9,40.6
13,서대문구,1250,3249932.41,29274,2022-02-18,5.5,-7.9,-3.9,40.6
14,서초구,1798,4635122.86,43403,2022-02-18,5.5,-7.9,-3.9,40.6
15,성동구,2093,5324478.6,48928,2022-02-18,5.5,-7.9,-3.9,40.6
16,성북구,1319,3206246.46,31011,2022-02-18,5.5,-7.9,-3.9,40.6
17,송파구,5079,9967369.35,101717,2022-02-18,5.5,-7.9,-3.9,40.6
18,양천구,3323,6091565.36,62292,2022-02-18,5.5,-7.9,-3.9,40.6
19,영등포구,4634,10469448.34,102470,2022-02-18,5.5,-7.9,-3.9,40.6
20,용산구,1069,2934061.31,26030,2022-02-18,5.5,-7.9,-3.9,40.6
21,은평구,1554,2981720.68,29403,2022-02-18,5.5,-7.9,-3.9,40.6
22,종로구,2479,4447251.9,50154,2022-02-18,5.5,-7.9,-3.9,40.6
23,중구,1575,3178174.01,34541,2022-02-18,5.5,-7.9,-3.9,40.6
24,중랑구,1534,3328549.86,30629,2022-02-18,5.5,-7.9,-3.9,40.6
