STA_LOC,USE_CNT,MOVE_METER,MOVE_TIME,DATE
강남구,2714,7239920.47,63573,2023-01-12
강동구,3735,7087464.82,68283,2023-01-12
강북구,1239,2801572.91,26565,2023-01-12
강서구,10841,17110231.91,151768,2023-01-12
관악구,2150,4650060.65,40859,2023-01-12
광진구,3993,8068787.19,73904,2023-01-12
구로구,3508,7845493.33,66271,2023-01-12
금천구,1717,3744541.27,28947,2023-01-12
노원구,4656,9935487.94,84926,2023-01-12
도봉구,1707,3892806.83,34498,2023-01-12
동대문구,2996,6664255.54,59604,2023-01-12
동작구,1712,4064940.65,36888,2023-01-12
마포구,4207,10088774.33,95135,2023-01-12
서대문구,1671,4448916.88,34443,2023-01-12
서초구,2548,6317145.97,57812,2023-01-12
성동구,3414,8645478.67,77159,2023-01-12
성북구,1823,4397307.14,36616,2023-01-12
송파구,7854,15954523.2,154882,2023-01-12
양천구,5535,10220625.81,93408,2023-01-12
영등포구,7527,15762640.07,144381,2023-01-12
용산구,1665,4678405.81,37979,2023-01-12
은평구,2164,4659231.35,40885,2023-01-12
종로구,3344,6250008.61,66584,2023-01-12
중구,2560,5328190.9,52163,2023-01-12
중랑구,2313,4806858.32,41017,2023-01-12
