STA_LOC,USE_CNT,MOVE_METER,MOVE_TIME,DATE
강남구,1674,3979183.56,35099,2023-01-03
강동구,2554,4394309.53,45576,2023-01-03
강북구,793,1623504.02,15419,2023-01-03
강서구,8307,12123872.38,107237,2023-01-03
관악구,1398,2560232.78,24473,2023-01-03
광진구,2761,4847418.76,44644,2023-01-03
구로구,2512,4903364.47,44405,2023-01-03
금천구,1271,2455211.02,19203,2023-01-03
노원구,3176,6050230.89,55475,2023-01-03
도봉구,1083,2104498.3,20190,2023-01-03
동대문구,2098,4255036.39,38586,2023-01-03
동작구,1182,2276671.72,19609,2023-01-03
마포구,2766,5616614.43,51546,2023-01-03
서대문구,1144,2572947.48,22003,2023-01-03
서초구,1674,3394876.32,34271,2023-01-03
성동구,2574,5468219.9,50729,2023-01-03
성북구,1350,2772165.41,24554,2023-01-03
송파구,5472,10009943.03,98510,2023-01-03
양천구,3974,6568525.16,62887,2023-01-03
영등포구,5331,9610381.9,88893,2023-01-03
용산구,1013,2216847.63,19682,2023-01-03
은평구,1529,2781338.91,25478,2023-01-03
종로구,2384,4178623.34,44172,2023-01-03
중구,1599,3133288.89,31673,2023-01-03
중랑구,1621,2846217.53,25973,2023-01-03
