STA_LOC,USE_CNT,AVG_MOVE_TIME,DATE,Day_of_Week,Is_Holiday,Is_Weekend
강남구,4699,31.06618429453075,2024-11-02,Saturday,False,True
강동구,6585,23.3292331055429,2024-11-02,Saturday,False,True
강북구,1995,25.30375939849624,2024-11-02,Saturday,False,True
강서구,15401,17.5805467177456,2024-11-02,Saturday,False,True
관악구,3228,25.49721189591078,2024-11-02,Saturday,False,True
광진구,7291,24.002605952544233,2024-11-02,Saturday,False,True
구로구,5914,23.249577274264457,2024-11-02,Saturday,False,True
금천구,1954,23.335721596724667,2024-11-02,Saturday,False,True
노원구,8827,22.23858615611193,2024-11-02,Saturday,False,True
도봉구,3194,23.43237319974953,2024-11-02,Saturday,False,True
동대문구,4660,24.032188841201716,2024-11-02,Saturday,False,True
동작구,2955,29.49035532994924,2024-11-02,Saturday,False,True
마포구,8303,32.34975310128869,2024-11-02,Saturday,False,True
서대문구,2779,28.035984166966536,2024-11-02,Saturday,False,True
서초구,4522,32.01260504201681,2024-11-02,Saturday,False,True
성동구,5617,31.450062310842085,2024-11-02,Saturday,False,True
성북구,3045,24.725779967159276,2024-11-02,Saturday,False,True
송파구,14263,25.74093809156559,2024-11-02,Saturday,False,True
양천구,9598,21.091894144613462,2024-11-02,Saturday,False,True
영등포구,12913,26.744598466661504,2024-11-02,Saturday,False,True
용산구,3509,30.762895411798233,2024-11-02,Saturday,False,True
은평구,3791,24.66948034819309,2024-11-02,Saturday,False,True
종로구,4260,24.726291079812206,2024-11-02,Saturday,False,True
중구,2732,25.297950219619327,2024-11-02,Saturday,False,True
중랑구,4344,21.918278084714547,2024-11-02,Saturday,False,True
