STA_LOC,USE_CNT,AVG_MOVE_TIME,DATE,Day_of_Week,Is_Holiday,Is_Weekend
강남구,3162,23.56356736242884,2025-09-01,Monday,False,False
강동구,4050,17.870864197530864,2025-09-01,Monday,False,False
강북구,993,22.395770392749245,2025-09-01,Monday,False,False
강서구,13032,14.809085328422345,2025-09-01,Monday,False,False
관악구,1818,21.523652365236522,2025-09-01,Monday,False,False
광진구,4077,18.843512386558743,2025-09-01,Monday,False,False
구로구,3721,18.22547702230583,2025-09-01,Monday,False,False
금천구,1560,17.46474358974359,2025-09-01,Monday,False,False
노원구,4665,18.665380493033226,2025-09-01,Monday,False,False
도봉구,1840,19.547826086956523,2025-09-01,Monday,False,False
동대문구,2938,19.963921034717494,2025-09-01,Monday,False,False
동작구,1643,24.485088253195375,2025-09-01,Monday,False,False
마포구,4113,23.279358132749817,2025-09-01,Monday,False,False
서대문구,1559,23.177677998717126,2025-09-01,Monday,False,False
서초구,2778,22.494240460763137,2025-09-01,Monday,False,False
성동구,2993,22.867357166722353,2025-09-01,Monday,False,False
성북구,1637,19.48320097739768,2025-09-01,Monday,False,False
송파구,7815,19.347408829174665,2025-09-01,Monday,False,False
양천구,6333,16.44197063003316,2025-09-01,Monday,False,False
영등포구,8091,19.851934247929798,2025-09-01,Monday,False,False
용산구,1565,23.3482428115016,2025-09-01,Monday,False,False
은평구,2125,20.432470588235294,2025-09-01,Monday,False,False
종로구,2664,20.45195195195195,2025-09-01,Monday,False,False
중구,2075,22.780722891566263,2025-09-01,Monday,False,False
중랑구,2258,16.83348095659876,2025-09-01,Monday,False,False
