STA_LOC,USE_CNT,AVG_MOVE_TIME,DATE,Day_of_Week,Is_Holiday,Is_Weekend,tempmax,tempmin,feelslike,humidity,precip
강남구,2411,20.90253007051016,2023-12-27,Wednesday,False,False,6.6,-2.7,0.3,77.2,0.0
강동구,3361,18.80481999404939,2023-12-27,Wednesday,False,False,6.6,-2.7,0.3,77.2,0.0
강북구,1156,19.871107266435985,2023-12-27,Wednesday,False,False,6.6,-2.7,0.3,77.2,0.0
강서구,10709,13.403772527780372,2023-12-27,Wednesday,False,False,6.6,-2.7,0.3,77.2,0.0
관악구,1841,18.651819663226508,2023-12-27,Wednesday,False,False,6.6,-2.7,0.3,77.2,0.0
광진구,3752,18.32942430703625,2023-12-27,Wednesday,False,False,6.6,-2.7,0.3,77.2,0.0
구로구,3253,17.817706732247157,2023-12-27,Wednesday,False,False,6.6,-2.7,0.3,77.2,0.0
금천구,1625,15.775384615384615,2023-12-27,Wednesday,False,False,6.6,-2.7,0.3,77.2,0.0
노원구,5072,17.102917981072554,2023-12-27,Wednesday,False,False,6.6,-2.7,0.3,77.2,0.0
도봉구,1751,18.640776699029125,2023-12-27,Wednesday,False,False,6.6,-2.7,0.3,77.2,0.0
동대문구,2822,19.086109142452163,2023-12-27,Wednesday,False,False,6.6,-2.7,0.3,77.2,0.0
동작구,1501,18.02398401065956,2023-12-27,Wednesday,False,False,6.6,-2.7,0.3,77.2,0.0
마포구,3566,19.49915872125631,2023-12-27,Wednesday,False,False,6.6,-2.7,0.3,77.2,0.0
서대문구,1472,18.843070652173914,2023-12-27,Wednesday,False,False,6.6,-2.7,0.3,77.2,0.0
서초구,2217,20.557059088858818,2023-12-27,Wednesday,False,False,6.6,-2.7,0.3,77.2,0.0
성동구,3456,20.089699074074073,2023-12-27,Wednesday,False,False,6.6,-2.7,0.3,77.2,0.0
성북구,2064,18.191860465116278,2023-12-27,Wednesday,False,False,6.6,-2.7,0.3,77.2,0.0
송파구,7047,18.044557967929617,2023-12-27,Wednesday,False,False,6.6,-2.7,0.3,77.2,0.0
양천구,5064,16.46484992101106,2023-12-27,Wednesday,False,False,6.6,-2.7,0.3,77.2,0.0
영등포구,7081,17.983476910040956,2023-12-27,Wednesday,False,False,6.6,-2.7,0.3,77.2,0.0
용산구,1383,20.913232104121477,2023-12-27,Wednesday,False,False,6.6,-2.7,0.3,77.2,0.0
은평구,1881,17.27644869750133,2023-12-27,Wednesday,False,False,6.6,-2.7,0.3,77.2,0.0
종로구,3037,19.829766216661177,2023-12-27,Wednesday,False,False,6.6,-2.7,0.3,77.2,0.0
중구,2221,21.288608734804143,2023-12-27,Wednesday,False,False,6.6,-2.7,0.3,77.2,0.0
중랑구,2396,16.82679465776294,2023-12-27,Wednesday,False,False,6.6,-2.7,0.3,77.2,0.0
