STA_LOC,USE_CNT,AVG_MOVE_TIME,DATE,Day_of_Week,Is_Holiday,Is_Weekend,tempmax,tempmin,feelslike,humidity,precip
강남구,2496,25.857371794871796,2023-07-22,Saturday,False,True,31.6,24.6,29.9,73.1,0.541
강동구,3988,19.785857572718154,2023-07-22,Saturday,False,True,31.6,24.6,29.9,73.1,0.541
강북구,1416,19.077683615819208,2023-07-22,Saturday,False,True,31.6,24.6,29.9,73.1,0.541
강서구,9097,15.403979333846323,2023-07-22,Saturday,False,True,31.6,24.6,29.9,73.1,0.541
관악구,2508,19.516746411483254,2023-07-22,Saturday,False,True,31.6,24.6,29.9,73.1,0.541
광진구,4543,18.624477217697557,2023-07-22,Saturday,False,True,31.6,24.6,29.9,73.1,0.541
구로구,3202,18.50780762023735,2023-07-22,Saturday,False,True,31.6,24.6,29.9,73.1,0.541
금천구,1235,19.663967611336034,2023-07-22,Saturday,False,True,31.6,24.6,29.9,73.1,0.541
노원구,5736,17.70258019525802,2023-07-22,Saturday,False,True,31.6,24.6,29.9,73.1,0.541
도봉구,2019,19.5567112431897,2023-07-22,Saturday,False,True,31.6,24.6,29.9,73.1,0.541
동대문구,3208,20.600374064837904,2023-07-22,Saturday,False,True,31.6,24.6,29.9,73.1,0.541
동작구,1797,21.466889259877572,2023-07-22,Saturday,False,True,31.6,24.6,29.9,73.1,0.541
마포구,3898,24.310672139558747,2023-07-22,Saturday,False,True,31.6,24.6,29.9,73.1,0.541
서대문구,1669,21.31875374475734,2023-07-22,Saturday,False,True,31.6,24.6,29.9,73.1,0.541
서초구,2328,23.774484536082475,2023-07-22,Saturday,False,True,31.6,24.6,29.9,73.1,0.541
성동구,2816,23.86044034090909,2023-07-22,Saturday,False,True,31.6,24.6,29.9,73.1,0.541
성북구,2266,18.663724624889674,2023-07-22,Saturday,False,True,31.6,24.6,29.9,73.1,0.541
송파구,7448,20.836063372717508,2023-07-22,Saturday,False,True,31.6,24.6,29.9,73.1,0.541
양천구,5341,17.08893465643138,2023-07-22,Saturday,False,True,31.6,24.6,29.9,73.1,0.541
영등포구,6445,20.285802948021722,2023-07-22,Saturday,False,True,31.6,24.6,29.9,73.1,0.541
용산구,1716,22.48076923076923,2023-07-22,Saturday,False,True,31.6,24.6,29.9,73.1,0.541
은평구,2396,18.969949916527547,2023-07-22,Saturday,False,True,31.6,24.6,29.9,73.1,0.541
종로구,2564,19.294071762870516,2023-07-22,Saturday,False,True,31.6,24.6,29.9,73.1,0.541
중구,1584,22.80808080808081,2023-07-22,Saturday,False,True,31.6,24.6,29.9,73.1,0.541
중랑구,3042,17.886259040105195,2023-07-22,Saturday,False,True,31.6,24.6,29.9,73.1,0.541
