STA_LOC,USE_CNT,AVG_MOVE_TIME,DATE,Day_of_Week,Is_Holiday,Is_Weekend,tempmax,tempmin,feelslike,humidity,precip
강남구,4680,25.249145299145297,2023-07-25,Tuesday,False,False,30.1,25.6,30.3,80.1,0.026
강동구,7047,18.638711508443308,2023-07-25,Tuesday,False,False,30.1,25.6,30.3,80.1,0.026
강북구,2207,20.198912550974175,2023-07-25,Tuesday,False,False,30.1,25.6,30.3,80.1,0.026
강서구,20681,14.134036071756684,2023-07-25,Tuesday,False,False,30.1,25.6,30.3,80.1,0.026
관악구,3781,20.119545093890505,2023-07-25,Tuesday,False,False,30.1,25.6,30.3,80.1,0.026
광진구,7223,18.933268724906547,2023-07-25,Tuesday,False,False,30.1,25.6,30.3,80.1,0.026
구로구,6747,18.790870016303543,2023-07-25,Tuesday,False,False,30.1,25.6,30.3,80.1,0.026
금천구,3164,16.52433628318584,2023-07-25,Tuesday,False,False,30.1,25.6,30.3,80.1,0.026
노원구,8823,18.668140088405305,2023-07-25,Tuesday,False,False,30.1,25.6,30.3,80.1,0.026
도봉구,3150,19.849206349206348,2023-07-25,Tuesday,False,False,30.1,25.6,30.3,80.1,0.026
동대문구,5958,19.982712319570325,2023-07-25,Tuesday,False,False,30.1,25.6,30.3,80.1,0.026
동작구,2965,22.617200674536257,2023-07-25,Tuesday,False,False,30.1,25.6,30.3,80.1,0.026
마포구,7604,23.24092582851131,2023-07-25,Tuesday,False,False,30.1,25.6,30.3,80.1,0.026
서대문구,2974,22.041358439811702,2023-07-25,Tuesday,False,False,30.1,25.6,30.3,80.1,0.026
서초구,4682,23.659547202050405,2023-07-25,Tuesday,False,False,30.1,25.6,30.3,80.1,0.026
성동구,6048,23.50165343915344,2023-07-25,Tuesday,False,False,30.1,25.6,30.3,80.1,0.026
성북구,3577,19.478054235392786,2023-07-25,Tuesday,False,False,30.1,25.6,30.3,80.1,0.026
송파구,13779,19.78764786994702,2023-07-25,Tuesday,False,False,30.1,25.6,30.3,80.1,0.026
양천구,9288,17.08548664944014,2023-07-25,Tuesday,False,False,30.1,25.6,30.3,80.1,0.026
영등포구,13170,20.02444950645406,2023-07-25,Tuesday,False,False,30.1,25.6,30.3,80.1,0.026
용산구,2791,24.08133285560731,2023-07-25,Tuesday,False,False,30.1,25.6,30.3,80.1,0.026
은평구,3818,19.32294394971189,2023-07-25,Tuesday,False,False,30.1,25.6,30.3,80.1,0.026
종로구,5730,20.09842931937173,2023-07-25,Tuesday,False,False,30.1,25.6,30.3,80.1,0.026
중구,4177,21.11706966722528,2023-07-25,Tuesday,False,False,30.1,25.6,30.3,80.1,0.026
중랑구,4635,18.040560949298815,2023-07-25,Tuesday,False,False,30.1,25.6,30.3,80.1,0.026
