STA_LOC,USE_CNT,AVG_MOVE_TIME,DATE,Day_of_Week,Is_Holiday,Is_Weekend
강남구,3076,29.57184655396619,2024-09-18,Wednesday,True,False
강동구,4496,22.520017793594306,2024-09-18,Wednesday,True,False
강북구,1519,24.234364713627386,2024-09-18,Wednesday,True,False
강서구,10770,17.541318477251625,2024-09-18,Wednesday,True,False
관악구,2559,24.443532629933568,2024-09-18,Wednesday,True,False
광진구,4951,23.096546152292465,2024-09-18,Wednesday,True,False
구로구,4096,23.5166015625,2024-09-18,Wednesday,True,False
금천구,1296,22.953703703703702,2024-09-18,Wednesday,True,False
노원구,6738,20.84505788067676,2024-09-18,Wednesday,True,False
도봉구,2603,23.538225124855934,2024-09-18,Wednesday,True,False
동대문구,3196,24.835732165206508,2024-09-18,Wednesday,True,False
동작구,2040,28.995098039215687,2024-09-18,Wednesday,True,False
마포구,5397,31.10876412821938,2024-09-18,Wednesday,True,False
서대문구,2054,28.944498539435248,2024-09-18,Wednesday,True,False
서초구,2983,31.640965471002346,2024-09-18,Wednesday,True,False
성동구,3660,29.696448087431694,2024-09-18,Wednesday,True,False
성북구,2241,24.11334225792057,2024-09-18,Wednesday,True,False
송파구,9228,23.800606848721284,2024-09-18,Wednesday,True,False
양천구,6733,20.20585177484034,2024-09-18,Wednesday,True,False
영등포구,8915,25.12910824453169,2024-09-18,Wednesday,True,False
용산구,2263,29.310207688908527,2024-09-18,Wednesday,True,False
은평구,2764,25.507597684515197,2024-09-18,Wednesday,True,False
종로구,2731,21.582204320761626,2024-09-18,Wednesday,True,False
중구,1775,24.16,2024-09-18,Wednesday,True,False
중랑구,3283,22.146816935729515,2024-09-18,Wednesday,True,False
