STA_LOC,USE_CNT,AVG_MOVE_TIME,DATE,Day_of_Week,Is_Holiday,Is_Weekend
강남구,2412,20.5650912106136,2024-12-17,Tuesday,False,False
강동구,3324,17.701263537906136,2024-12-17,Tuesday,False,False
강북구,1128,20.41578014184397,2024-12-17,Tuesday,False,False
강서구,11988,12.37137137137137,2024-12-17,Tuesday,False,False
관악구,1487,17.62878278412912,2024-12-17,Tuesday,False,False
광진구,3844,17.327003121748177,2024-12-17,Tuesday,False,False
구로구,3777,16.44082605242256,2024-12-17,Tuesday,False,False
금천구,1746,14.171248568155784,2024-12-17,Tuesday,False,False
노원구,5138,16.780653950953678,2024-12-17,Tuesday,False,False
도봉구,1562,18.594110115236877,2024-12-17,Tuesday,False,False
동대문구,2796,18.207439198855507,2024-12-17,Tuesday,False,False
동작구,1274,19.796703296703296,2024-12-17,Tuesday,False,False
마포구,3487,19.405219386291943,2024-12-17,Tuesday,False,False
서대문구,1400,17.82857142857143,2024-12-17,Tuesday,False,False
서초구,2218,19.6370604147881,2024-12-17,Tuesday,False,False
성동구,3243,18.263336416897936,2024-12-17,Tuesday,False,False
성북구,1703,18.73693482090429,2024-12-17,Tuesday,False,False
송파구,6869,17.532391905663125,2024-12-17,Tuesday,False,False
양천구,5339,16.22569769619779,2024-12-17,Tuesday,False,False
영등포구,8135,17.255562384757223,2024-12-17,Tuesday,False,False
용산구,1272,19.46305031446541,2024-12-17,Tuesday,False,False
은평구,1815,17.14876033057851,2024-12-17,Tuesday,False,False
종로구,3053,19.12643301670488,2024-12-17,Tuesday,False,False
중구,2113,19.945101751064836,2024-12-17,Tuesday,False,False
중랑구,2298,15.96083550913838,2024-12-17,Tuesday,False,False
