STA_LOC,USE_CNT,AVG_MOVE_TIME,DATE,Day_of_Week,Is_Holiday,Is_Weekend
강남구,2257,21.523260965883917,2024-12-24,Tuesday,False,False
강동구,3194,17.866311834690045,2024-12-24,Tuesday,False,False
강북구,1008,20.876984126984127,2024-12-24,Tuesday,False,False
강서구,10937,13.082838072597605,2024-12-24,Tuesday,False,False
관악구,1441,18.39208882720333,2024-12-24,Tuesday,False,False
광진구,3441,17.99767509444929,2024-12-24,Tuesday,False,False
구로구,3524,15.725879682179341,2024-12-24,Tuesday,False,False
금천구,1617,15.436611008039579,2024-12-24,Tuesday,False,False
노원구,4676,16.894354148845167,2024-12-24,Tuesday,False,False
도봉구,1522,19.19842312746386,2024-12-24,Tuesday,False,False
동대문구,2541,19.995277449822904,2024-12-24,Tuesday,False,False
동작구,1154,21.165511265164646,2024-12-24,Tuesday,False,False
마포구,3291,19.300820419325433,2024-12-24,Tuesday,False,False
서대문구,1400,18.207142857142856,2024-12-24,Tuesday,False,False
서초구,2030,20.24975369458128,2024-12-24,Tuesday,False,False
성동구,3013,19.811483571191502,2024-12-24,Tuesday,False,False
성북구,1475,19.949830508474577,2024-12-24,Tuesday,False,False
송파구,6546,17.977238007943782,2024-12-24,Tuesday,False,False
양천구,5162,16.307826423866718,2024-12-24,Tuesday,False,False
영등포구,7713,17.639828860365615,2024-12-24,Tuesday,False,False
용산구,1165,20.787124463519312,2024-12-24,Tuesday,False,False
은평구,1679,17.73615247170935,2024-12-24,Tuesday,False,False
종로구,2815,19.59253996447602,2024-12-24,Tuesday,False,False
중구,2049,21.481210346510494,2024-12-24,Tuesday,False,False
중랑구,2133,16.650257852789498,2024-12-24,Tuesday,False,False
