STA_LOC,USE_CNT,MOVE_METER,MOVE_TIME,DATE
강남구,1330,3719402.4,31678,2024-01-28
강동구,2246,4296891.5,43012,2024-01-28
강북구,785,1959020.15,17051,2024-01-28
강서구,5490,9326022.45,83113,2024-01-28
관악구,1260,2753499.5,24319,2024-01-28
광진구,2322,4709310.05,43679,2024-01-28
구로구,1982,4657321.07,40249,2024-01-28
금천구,655,1527782.66,13468,2024-01-28
노원구,3078,6667441.96,61786,2024-01-28
도봉구,1107,2638606.46,22379,2024-01-28
동대문구,1707,3909775.68,35094,2024-01-28
동작구,977,2568986.72,22428,2024-01-28
마포구,2229,5866519.08,55108,2024-01-28
서대문구,1040,3129707.91,25993,2024-01-28
서초구,1282,3461382.85,31462,2024-01-28
성동구,1713,4604856.42,39919,2024-01-28
성북구,1279,2969155.24,25410,2024-01-28
송파구,4703,10151986.71,99500,2024-01-28
양천구,3292,6191612.95,56488,2024-01-28
영등포구,3854,8342327.44,80033,2024-01-28
용산구,996,2777676.97,23506,2024-01-28
은평구,1261,2986135.92,26323,2024-01-28
종로구,1384,2923662.35,27833,2024-01-28
중구,915,1939078.14,18066,2024-01-28
중랑구,1499,3061663.43,26056,2024-01-28
