STA_LOC,USE_CNT,MOVE_METER,MOVE_TIME,DATE
강남구,837,2079333.17,18290,2024-01-14
강동구,1303,2218337.07,23268,2024-01-14
강북구,432,860434.85,7205,2024-01-14
강서구,3522,5696021.26,48866,2024-01-14
관악구,883,1800421.93,15562,2024-01-14
광진구,1472,2605322.24,24703,2024-01-14
구로구,1237,2420610.16,19855,2024-01-14
금천구,416,762203.1900000001,6885,2024-01-14
노원구,1839,3689920.25,31492,2024-01-14
도봉구,643,1197565.31,10916,2024-01-14
동대문구,912,2040110.05,17690,2024-01-14
동작구,634,1356157.5,12075,2024-01-14
마포구,1326,3271155.03,30034,2024-01-14
서대문구,596,1552007.96,12454,2024-01-14
서초구,697,1718008.21,15307,2024-01-14
성동구,1008,2469433.82,20002,2024-01-14
성북구,740,1567218.33,14013,2024-01-14
송파구,2509,4874147.88,46157,2024-01-14
양천구,2130,3590490.34,32422,2024-01-14
영등포구,2355,4361805.08,40726,2024-01-14
용산구,525,1403173.89,11991,2024-01-14
은평구,742,1484912.52,13725,2024-01-14
종로구,831,1411368.68,14138,2024-01-14
중구,536,1141841.99,10705,2024-01-14
중랑구,887,1722158.6300000001,15005,2024-01-14
