STA_LOC,USE_CNT,MOVE_METER,MOVE_TIME,DATE
강남구,1914,4097583.29,36308,2024-01-25
강동구,2476,4036883.76,42879,2024-01-25
강북구,775,1540960.21,15541,2024-01-25
강서구,8921,12062383.59,107045,2024-01-25
관악구,1241,2238995.69,21314,2024-01-25
광진구,2787,4420925.89,44588,2024-01-25
구로구,2574,4674380.84,40447,2024-01-25
금천구,1237,2097414.95,17286,2024-01-25
노원구,3504,6092376.04,59952,2024-01-25
도봉구,1272,2289018.32,21991,2024-01-25
동대문구,2106,3933604.58,36520,2024-01-25
동작구,1083,2069554.44,19034,2024-01-25
마포구,2662,5289107.14,50623,2024-01-25
서대문구,1111,2419887.6,19484,2024-01-25
서초구,1734,3623106.84,32976,2024-01-25
성동구,2527,4749779.68,44785,2024-01-25
성북구,1384,2652462.16,24140,2024-01-25
송파구,5385,9101914.95,95681,2024-01-25
양천구,3693,5948405.34,57723,2024-01-25
영등포구,5575,9202320.15,93819,2024-01-25
용산구,1018,2033871.65,18427,2024-01-25
은평구,1489,2626809.05,26536,2024-01-25
종로구,2468,4106980.79,43420,2024-01-25
중구,1781,3355961.24,36991,2024-01-25
중랑구,1658,2902469.3,25805,2024-01-25
