STA_LOC,USE_CNT,MOVE_METER,MOVE_TIME,DATE
강남구,2791,7048387.45,61374,2024-01-30
강동구,3432,6056279.16,61140,2024-01-30
강북구,1109,2428979.21,22908,2024-01-30
강서구,11774,17552732.23,155644,2024-01-30
관악구,1713,3674279.7,33273,2024-01-30
광진구,3855,7143808.87,69355,2024-01-30
구로구,3533,7621201.59,59005,2024-01-30
금천구,1778,3869794.82,29534,2024-01-30
노원구,4726,9388677.27,84620,2024-01-30
도봉구,1674,3453148.55,30604,2024-01-30
동대문구,2916,6300630.59,56677,2024-01-30
동작구,1468,3596608.4,30042,2024-01-30
마포구,3840,9117205.5,79724,2024-01-30
서대문구,1649,4052320.47,32013,2024-01-30
서초구,2453,5651516.93,52004,2024-01-30
성동구,3594,8232819.6,73670,2024-01-30
성북구,1954,4193941.05,37148,2024-01-30
송파구,7408,14311641.74,137088,2024-01-30
양천구,5299,9349623.55,89544,2024-01-30
영등포구,7864,15363790.25,143638,2024-01-30
용산구,1623,4087209.17,33789,2024-01-30
은평구,1956,4018605.24,35880,2024-01-30
종로구,3394,6219603.37,63582,2024-01-30
중구,2451,5033198.34,52559,2024-01-30
중랑구,2346,4696383.2700000005,40069,2024-01-30
