STA_LOC,USE_CNT,MOVE_METER,MOVE_TIME,DATE
강남구,2888,6836058.36,64286,2024-01-05
강동구,3884,6685123.48,70724,2024-01-05
강북구,1312,2695906.51,26850,2024-01-05
강서구,12862,18793237.96,164744,2024-01-05
관악구,2038,4187961.53,37703,2024-01-05
광진구,4279,7584295.33,74104,2024-01-05
구로구,3931,8235276.13,68687,2024-01-05
금천구,1846,3606709.68,28185,2024-01-05
노원구,5430,10292049.21,96206,2024-01-05
도봉구,2007,4135727.67,37211,2024-01-05
동대문구,3161,6664061.83,65849,2024-01-05
동작구,1746,3790269.62,32401,2024-01-05
마포구,4326,9616001.32,90067,2024-01-05
서대문구,1790,4279687.51,36019,2024-01-05
서초구,2582,5680251.45,53613,2024-01-05
성동구,3862,8140217.73,76633,2024-01-05
성북구,2206,4621889.08,40404,2024-01-05
송파구,8180,15265154.48,151508,2024-01-05
양천구,6027,10366988.56,96029,2024-01-05
영등포구,8376,15747261.85,153381,2024-01-05
용산구,1517,3497571.43,30870,2024-01-05
은평구,2084,4020200.37,39186,2024-01-05
종로구,3359,6301729.23,65973,2024-01-05
중구,2615,5387328.33,56036,2024-01-05
중랑구,2619,5060588.29,45542,2024-01-05
