STA_LOC,USE_CNT,MOVE_METER,MOVE_TIME,DATE
강남구,1144,3036668.75,28035,2024-01-21
강동구,1576,2756248.64,27544,2024-01-21
강북구,700,1538370.73,13403,2024-01-21
강서구,4336,6740517.06,58931,2024-01-21
관악구,946,2014732.15,18907,2024-01-21
광진구,1818,3438395.56,31988,2024-01-21
구로구,1401,2858554.54,24736,2024-01-21
금천구,477,1035039.23,9110,2024-01-21
노원구,2749,5702803.22,51521,2024-01-21
도봉구,960,2113960.96,18834,2024-01-21
동대문구,1315,2935904.56,27074,2024-01-21
동작구,728,1785054.04,15783,2024-01-21
마포구,1628,3791979.18,34920,2024-01-21
서대문구,715,1875004.76,15928,2024-01-21
서초구,990,2468235.48,23516,2024-01-21
성동구,1248,2969065.67,27998,2024-01-21
성북구,1004,2070080.87,20563,2024-01-21
송파구,3262,6454384.73,63862,2024-01-21
양천구,2488,4421712.49,40370,2024-01-21
영등포구,2866,5858949.25,56456,2024-01-21
용산구,636,1522319.05,12748,2024-01-21
은평구,994,2004109.46,17715,2024-01-21
종로구,1092,2006195.05,20142,2024-01-21
중구,644,1303768.78,12867,2024-01-21
중랑구,1273,2445451.31,22775,2024-01-21
