STA_LOC,USE_CNT,MOVE_METER,MOVE_TIME,DATE
강남구,1518,4811495.98,40495,2023-02-05
강동구,2405,4899443.23,48122,2023-02-05
강북구,899,2266834.58,19162,2023-02-05
강서구,5662,10340461.97,91506,2023-02-05
관악구,1633,4115652.73,34024,2023-02-05
광진구,2677,6317265.18,58295,2023-02-05
구로구,2117,5793670.38,46582,2023-02-05
금천구,702,1845163.53,16764,2023-02-05
노원구,3420,8311402.62,71992,2023-02-05
도봉구,1293,3184564.91,28107,2023-02-05
동대문구,1856,4711658.14,42803,2023-02-05
동작구,1202,3365695.08,28244,2023-02-05
마포구,2818,7890897.46,72536,2023-02-05
서대문구,1239,3415830.0,29005,2023-02-05
서초구,1562,4637252.54,40897,2023-02-05
성동구,1994,6112615.06,51831,2023-02-05
성북구,1288,3245528.41,28201,2023-02-05
송파구,5074,11805420.41,114226,2023-02-05
양천구,3420,7165512.74,66314,2023-02-05
영등포구,4297,10928085.04,103829,2023-02-05
용산구,1158,3931626.05,32716,2023-02-05
은평구,1468,3618660.55,33006,2023-02-05
종로구,1585,3411240.19,34090,2023-02-05
중구,990,2263640.8,20646,2023-02-05
중랑구,1529,3555605.84,31584,2023-02-05
