STA_LOC,USE_CNT,MOVE_METER,MOVE_TIME,DATE
강남구,2099,6994764.96,61670,2023-02-11
강동구,3122,6522518.91,65820,2023-02-11
강북구,1171,2808227.26,26756,2023-02-11
강서구,7495,13682426.12,122616,2023-02-11
관악구,1985,4775951.37,42552,2023-02-11
광진구,3492,8277520.97,76010,2023-02-11
구로구,2687,6833599.1,59384,2023-02-11
금천구,927,2451009.49,21311,2023-02-11
노원구,4661,10552498.06,93527,2023-02-11
도봉구,1755,4139723.9,37391,2023-02-11
동대문구,2490,6250000.12,54680,2023-02-11
동작구,1557,4415426.15,40383,2023-02-11
마포구,3419,9583896.77,88841,2023-02-11
서대문구,1437,4154269.36,35617,2023-02-11
서초구,2085,6292362.24,56348,2023-02-11
성동구,2619,8359354.74,72313,2023-02-11
성북구,1743,4698476.36,41568,2023-02-11
송파구,6697,15695870.87,146997,2023-02-11
양천구,4475,8913825.05,83014,2023-02-11
영등포구,5383,13606292.53,130320,2023-02-11
용산구,1562,4941010.56,44871,2023-02-11
은평구,1976,4665951.4,40662,2023-02-11
종로구,2169,4413353.2,43362,2023-02-11
중구,1452,3348674.33,32611,2023-02-11
중랑구,2167,5030777.24,43955,2023-02-11
