STA_LOC,USE_CNT,MOVE_METER,MOVE_TIME,DATE
강남구,1580,5414429.65,45365,2023-02-19
강동구,2537,5209990.56,50933,2023-02-19
강북구,979,2600771.52,22001,2023-02-19
강서구,5945,11279527.24,97652,2023-02-19
관악구,1717,4388603.75,38456,2023-02-19
광진구,2754,6708746.91,58513,2023-02-19
구로구,2224,6206159.82,49098,2023-02-19
금천구,789,2294090.47,19828,2023-02-19
노원구,4111,10023530.48,82782,2023-02-19
도봉구,1443,3598213.14,30393,2023-02-19
동대문구,2121,5625737.67,47609,2023-02-19
동작구,1269,3884492.14,33610,2023-02-19
마포구,2979,9009264.2,81717,2023-02-19
서대문구,1254,3894379.13,33063,2023-02-19
서초구,1701,6031371.5,49460,2023-02-19
성동구,2138,6711212.83,57470,2023-02-19
성북구,1481,4003562.76,34013,2023-02-19
송파구,5394,13059038.25,124083,2023-02-19
양천구,3609,7443938.89,65833,2023-02-19
영등포구,4348,11643567.91,106395,2023-02-19
용산구,1210,4092742.83,33245,2023-02-19
은평구,1568,4190649.91,34574,2023-02-19
종로구,1567,3443396.38,32330,2023-02-19
중구,1142,2563789.9,24287,2023-02-19
중랑구,1740,4541557.44,36706,2023-02-19
