STA_LOC,USE_CNT,MOVE_METER,MOVE_TIME,DATE
강남구,1674,4804843.81,44326,2023-02-04
강동구,2625,4977062.16,50154,2023-02-04
강북구,934,2176712.58,19783,2023-02-04
강서구,6373,10840236.75,95180,2023-02-04
관악구,1641,3830796.84,35276,2023-02-04
광진구,2753,5712820.59,54445,2023-02-04
구로구,2154,5247335.47,44754,2023-02-04
금천구,774,1927701.5,16613,2023-02-04
노원구,3902,8495988.95,75590,2023-02-04
도봉구,1361,3274560.52,27546,2023-02-04
동대문구,2039,4994179.39,46229,2023-02-04
동작구,1214,2899569.69,25107,2023-02-04
마포구,2809,7758023.17,74634,2023-02-04
서대문구,1239,3395827.39,28055,2023-02-04
서초구,1663,4963639.21,42929,2023-02-04
성동구,2128,5980278.44,52986,2023-02-04
성북구,1360,3135435.36,28609,2023-02-04
송파구,5257,11473463.14,110563,2023-02-04
양천구,4106,8082204.83,77512,2023-02-04
영등포구,4243,9778915.64,96147,2023-02-04
용산구,1195,3464317.35,30342,2023-02-04
은평구,1691,3835282.62,34956,2023-02-04
종로구,1827,3861977.14,37438,2023-02-04
중구,1284,2710884.43,27840,2023-02-04
중랑구,1693,3849014.83,32486,2023-02-04
