index,STA_LOC,USE_CNT,MOVE_METER,MOVE_TIME,DATE,tempmax,tempmin,feelslike,humidity
0,강남구,2259,5892793.54,50974,2023-02-01,6.0,-2.0,-1.5,70.8
1,강동구,3030,5365818.1,52880,2023-02-01,6.0,-2.0,-1.5,70.8
2,강북구,1046,2287467.98,20603,2023-02-01,6.0,-2.0,-1.5,70.8
3,강서구,9082,13589948.75,118620,2023-02-01,6.0,-2.0,-1.5,70.8
4,관악구,1670,3440698.42,30177,2023-02-01,6.0,-2.0,-1.5,70.8
5,광진구,3265,5745434.48,53817,2023-02-01,6.0,-2.0,-1.5,70.8
6,구로구,2774,5735639.38,49252,2023-02-01,6.0,-2.0,-1.5,70.8
7,금천구,1443,2800437.95,21757,2023-02-01,6.0,-2.0,-1.5,70.8
8,노원구,4198,8464738.52,75547,2023-02-01,6.0,-2.0,-1.5,70.8
9,도봉구,1503,3138835.61,27446,2023-02-01,6.0,-2.0,-1.5,70.8
10,동대문구,2517,5461974.44,49950,2023-02-01,6.0,-2.0,-1.5,70.8
11,동작구,1414,3246660.21,27549,2023-02-01,6.0,-2.0,-1.5,70.8
12,마포구,3362,7266066.1,66486,2023-02-01,6.0,-2.0,-1.5,70.8
13,서대문구,1479,3490780.81,28661,2023-02-01,6.0,-2.0,-1.5,70.8
14,서초구,2135,5133500.15,45257,2023-02-01,6.0,-2.0,-1.5,70.8
15,성동구,2966,6842587.89,60286,2023-02-01,6.0,-2.0,-1.5,70.8
16,성북구,1626,3768362.38,32496,2023-02-01,6.0,-2.0,-1.5,70.8
17,송파구,6544,12461677.06,122048,2023-02-01,6.0,-2.0,-1.5,70.8
18,양천구,4327,7590461.63,69059,2023-02-01,6.0,-2.0,-1.5,70.8
19,영등포구,6016,11752152.79,105454,2023-02-01,6.0,-2.0,-1.5,70.8
20,용산구,1236,3034004.5,26628,2023-02-01,6.0,-2.0,-1.5,70.8
21,은평구,1806,3377439.28,30833,2023-02-01,6.0,-2.0,-1.5,70.8
22,종로구,2811,5288896.29,54882,2023-02-01,6.0,-2.0,-1.5,70.8
23,중구,1985,3849383.57,38991,2023-02-01,6.0,-2.0,-1.5,70.8
24,중랑구,1982,3925004.96,34592,2023-02-01,6.0,-2.0,-1.5,70.8
