STA_LOC,USE_CNT,MOVE_METER,MOVE_TIME,DATE
강남구,4201,16866790.8,138346,2023-06-11
강동구,5925,15346486.77,143879,2023-06-11
강북구,1966,5687035.73,48695,2023-06-11
강서구,12618,28747358.51,244516,2023-06-11
관악구,3792,12309093.15,98235,2023-06-11
광진구,6634,19318710.29,166893,2023-06-11
구로구,5086,17046933.34,128498,2023-06-11
금천구,1758,5829990.69,46816,2023-06-11
노원구,7838,21449145.71,179898,2023-06-11
도봉구,2821,9072673.38,72331,2023-06-11
동대문구,4248,12315934.75,102106,2023-06-11
동작구,3244,12145945.31,100698,2023-06-11
마포구,7422,27652339.6,238136,2023-06-11
서대문구,2621,10237410.96,81814,2023-06-11
서초구,4515,18876264.59,163754,2023-06-11
성동구,5278,20261763.86,173384,2023-06-11
성북구,3430,10304549.39,83579,2023-06-11
송파구,12672,37053713.47,333811,2023-06-11
양천구,7386,18039501.7,161969,2023-06-11
영등포구,10898,35965810.61,308816,2023-06-11
용산구,3576,14974509.63,117598,2023-06-11
은평구,3177,9964935.7,82681,2023-06-11
종로구,3704,9223921.03,85369,2023-06-11
중구,2451,6585249.12,60990,2023-06-11
중랑구,4010,11032859.52,90793,2023-06-11
