STA_LOC,USE_CNT,MOVE_METER,MOVE_TIME,DATE
강남구,3855,15210890.26,121143,2023-06-18
강동구,6303,14928586.5,134862,2023-06-18
강북구,2212,5773723.51,48164,2023-06-18
강서구,14706,32662302.59,272605,2023-06-18
관악구,4229,13846863.69,107435,2023-06-18
광진구,7550,20429568.25,175929,2023-06-18
구로구,5538,17059957.86,132456,2023-06-18
금천구,1942,5986872.09,45627,2023-06-18
노원구,9002,23230640.33,190800,2023-06-18
도봉구,3480,10308135.88,80549,2023-06-18
동대문구,4802,13732145.37,112589,2023-06-18
동작구,3356,11714467.31,92710,2023-06-18
마포구,7545,26617430.32,230049,2023-06-18
서대문구,2834,10465826.31,82512,2023-06-18
서초구,4160,17284931.33,142895,2023-06-18
성동구,5050,18446133.87,154056,2023-06-18
성북구,3439,9865965.61,77130,2023-06-18
송파구,13133,36120059.99,321403,2023-06-18
양천구,8566,19496092.31,171398,2023-06-18
영등포구,11072,35054941.84,299794,2023-06-18
용산구,3381,14075369.84,105386,2023-06-18
은평구,3834,11105186.17,87646,2023-06-18
종로구,3506,8113275.76,75850,2023-06-18
중구,2347,6428721.14,59575,2023-06-18
중랑구,4490,11501997.54,92998,2023-06-18
