STA_LOC,USE_CNT,MOVE_METER,MOVE_TIME,DATE
강남구,4726,15121699.33,126339,2023-06-30
강동구,6873,13696796.69,131569,2023-06-30
강북구,2204,5136784.65,46467,2023-06-30
강서구,19454,33271932.82,291926,2023-06-30
관악구,3663,9641294.69,80343,2023-06-30
광진구,7271,17014305.13,151362,2023-06-30
구로구,6772,17051807.49,135099,2023-06-30
금천구,3105,7233000.43,56305,2023-06-30
노원구,9342,20699142.86,179943,2023-06-30
도봉구,3497,8429222.81,71268,2023-06-30
동대문구,5425,13193286.94,116462,2023-06-30
동작구,2888,8674200.24,70790,2023-06-30
마포구,7284,20792829.99,184611,2023-06-30
서대문구,2950,8658512.31,69605,2023-06-30
서초구,4399,14125555.72,111866,2023-06-30
성동구,5603,15931574.72,133550,2023-06-30
성북구,3505,8298119.47,70858,2023-06-30
송파구,13810,31183883.1,289061,2023-06-30
양천구,9506,18550148.99,170301,2023-06-30
영등포구,12647,31612675.78,281878,2023-06-30
용산구,2855,9166270.5,74165,2023-06-30
은평구,3766,8660464.07,76207,2023-06-30
종로구,5422,11685571.43,116061,2023-06-30
중구,3652,8960939.59,82073,2023-06-30
중랑구,4633,10317761.32,89724,2023-06-30
