STA_LOC,USE_CNT,MOVE_METER,MOVE_TIME,DATE
강남구,4782,14954471.14,115058,2023-06-20
강동구,7582,15505211.51,139883,2023-06-20
강북구,2280,5370011.76,43866,2023-06-20
강서구,19840,33671897.08,274568,2023-06-20
관악구,3929,10082274.14,78729,2023-06-20
광진구,7435,16715618.18,139964,2023-06-20
구로구,7032,16788487.25,128031,2023-06-20
금천구,3451,8309647.81,57510,2023-06-20
노원구,9835,21488671.37,172701,2023-06-20
도봉구,3610,8696508.75,68266,2023-06-20
동대문구,5934,14000973.41,115996,2023-06-20
동작구,3203,8798998.34,68293,2023-06-20
마포구,7050,19320778.94,159719,2023-06-20
서대문구,3006,8361832.86,64396,2023-06-20
서초구,4781,14926182.02,113123,2023-06-20
성동구,6069,17582444.34,136910,2023-06-20
성북구,3904,9552695.75,74271,2023-06-20
송파구,14530,32146246.75,278364,2023-06-20
양천구,8916,17703619.84,147034,2023-06-20
영등포구,13249,32437511.42,264866,2023-06-20
용산구,3084,9445032.21,72783,2023-06-20
은평구,3874,8684490.0,68530,2023-06-20
종로구,5670,11925941.25,109539,2023-06-20
중구,4020,9750968.14,84722,2023-06-20
중랑구,4713,10144873.07,80788,2023-06-20
