STA_LOC,USE_CNT,MOVE_METER,MOVE_TIME,DATE
강남구,4482,16317697.2,131919,2023-06-24
강동구,7212,16376227.9,156696,2023-06-24
강북구,2445,6612447.23,57064,2023-06-24
강서구,16998,33915459.47,292176,2023-06-24
관악구,4668,14425158.46,113047,2023-06-24
광진구,7907,21481357.08,184878,2023-06-24
구로구,6174,17103249.09,135116,2023-06-24
금천구,2136,5995627.32,47456,2023-06-24
노원구,10021,24494520.83,209584,2023-06-24
도봉구,3734,10773658.28,85252,2023-06-24
동대문구,5372,14657909.93,125707,2023-06-24
동작구,3501,11541190.51,97156,2023-06-24
마포구,7627,25761131.0,227994,2023-06-24
서대문구,2913,9685008.67,79195,2023-06-24
서초구,4464,16452950.58,140110,2023-06-24
성동구,5432,18816316.0,156418,2023-06-24
성북구,3850,10684265.36,86982,2023-06-24
송파구,14533,37093408.33,340998,2023-06-24
양천구,9997,21140179.37,190638,2023-06-24
영등포구,12478,36423816.15,327457,2023-06-24
용산구,3544,12964859.41,105985,2023-06-24
은평구,4110,10827690.59,89730,2023-06-24
종로구,4405,9897362.7,95206,2023-06-24
중구,2914,7382504.49,69263,2023-06-24
중랑구,5011,12578612.18,104851,2023-06-24
