STA_LOC,USE_CNT,AVG_MOVE_TIME,DATE,Day_of_Week,Is_Holiday,Is_Weekend
강남구,6876,25.672774869109947,2024-05-24,Friday,False,False
강동구,8457,19.704623388908598,2024-05-24,Friday,False,False
강북구,2580,22.255038759689924,2024-05-24,Friday,False,False
강서구,23109,15.378770176121858,2024-05-24,Friday,False,False
관악구,3827,23.412856022994514,2024-05-24,Friday,False,False
광진구,8910,21.57598204264871,2024-05-24,Friday,False,False
구로구,7703,20.611709723484356,2024-05-24,Friday,False,False
금천구,3496,19.070366132723112,2024-05-24,Friday,False,False
노원구,12438,19.00683389612478,2024-05-24,Friday,False,False
도봉구,4102,19.657484154071184,2024-05-24,Friday,False,False
동대문구,6399,22.168776371308017,2024-05-24,Friday,False,False
동작구,3631,25.527127513081794,2024-05-24,Friday,False,False
마포구,8851,26.206643317139307,2024-05-24,Friday,False,False
서대문구,3388,23.770661157024794,2024-05-24,Friday,False,False
서초구,5952,25.918346774193548,2024-05-24,Friday,False,False
성동구,7809,25.849148418491485,2024-05-24,Friday,False,False
성북구,4169,20.91700647637323,2024-05-24,Friday,False,False
송파구,17618,21.515154955159495,2024-05-24,Friday,False,False
양천구,11304,18.1482661004954,2024-05-24,Friday,False,False
영등포구,16320,22.854595588235295,2024-05-24,Friday,False,False
용산구,3847,26.688328567715104,2024-05-24,Friday,False,False
은평구,4252,21.681326434619002,2024-05-24,Friday,False,False
종로구,5411,22.67861763075217,2024-05-24,Friday,False,False
중구,3881,24.39706261272868,2024-05-24,Friday,False,False
중랑구,5591,20.364335539259525,2024-05-24,Friday,False,False
