STA_LOC,USE_CNT,AVG_MOVE_TIME,DATE,Day_of_Week,Is_Holiday,Is_Weekend,tempmax,tempmin,feelslike,humidity,precip
강남구,1401,23.753033547466096,2022-02-14,Monday,False,False,8.1,-0.4,0.2,68.8,16.228
강동구,1962,18.9072375127421,2022-02-14,Monday,False,False,8.1,-0.4,0.2,68.8,16.228
강북구,726,22.78099173553719,2022-02-14,Monday,False,False,8.1,-0.4,0.2,68.8,16.228
강서구,5584,14.262535816618911,2022-02-14,Monday,False,False,8.1,-0.4,0.2,68.8,16.228
관악구,1362,20.259177679882526,2022-02-14,Monday,False,False,8.1,-0.4,0.2,68.8,16.228
광진구,2380,18.235294117647058,2022-02-14,Monday,False,False,8.1,-0.4,0.2,68.8,16.228
구로구,1777,19.48002250984806,2022-02-14,Monday,False,False,8.1,-0.4,0.2,68.8,16.228
금천구,902,18.06762749445676,2022-02-14,Monday,False,False,8.1,-0.4,0.2,68.8,16.228
노원구,2354,18.54035683942226,2022-02-14,Monday,False,False,8.1,-0.4,0.2,68.8,16.228
도봉구,814,21.214987714987714,2022-02-14,Monday,False,False,8.1,-0.4,0.2,68.8,16.228
동대문구,1714,19.02742123687281,2022-02-14,Monday,False,False,8.1,-0.4,0.2,68.8,16.228
동작구,887,22.88726042841037,2022-02-14,Monday,False,False,8.1,-0.4,0.2,68.8,16.228
마포구,2224,21.77517985611511,2022-02-14,Monday,False,False,8.1,-0.4,0.2,68.8,16.228
서대문구,1150,19.508695652173913,2022-02-14,Monday,False,False,8.1,-0.4,0.2,68.8,16.228
서초구,1389,22.98848092152628,2022-02-14,Monday,False,False,8.1,-0.4,0.2,68.8,16.228
성동구,1706,21.23974208675264,2022-02-14,Monday,False,False,8.1,-0.4,0.2,68.8,16.228
성북구,1170,19.60683760683761,2022-02-14,Monday,False,False,8.1,-0.4,0.2,68.8,16.228
송파구,4173,19.115025161754133,2022-02-14,Monday,False,False,8.1,-0.4,0.2,68.8,16.228
양천구,2689,18.27296392711045,2022-02-14,Monday,False,False,8.1,-0.4,0.2,68.8,16.228
영등포구,3805,19.241787122207622,2022-02-14,Monday,False,False,8.1,-0.4,0.2,68.8,16.228
용산구,822,21.909975669099758,2022-02-14,Monday,False,False,8.1,-0.4,0.2,68.8,16.228
은평구,1170,18.2017094017094,2022-02-14,Monday,False,False,8.1,-0.4,0.2,68.8,16.228
종로구,2056,20.124027237354085,2022-02-14,Monday,False,False,8.1,-0.4,0.2,68.8,16.228
중구,1323,19.515495086923657,2022-02-14,Monday,False,False,8.1,-0.4,0.2,68.8,16.228
중랑구,1225,19.533877551020407,2022-02-14,Monday,False,False,8.1,-0.4,0.2,68.8,16.228
