STA_LOC,USE_CNT,AVG_MOVE_TIME,DATE,Day_of_Week,Is_Holiday,Is_Weekend,tempmax,tempmin,feelslike,humidity,precip
강남구,3160,25.112025316455696,2023-02-27,Monday,False,False,12.0,-1.8,3.4,49.0,0.0
강동구,4125,19.639272727272726,2023-02-27,Monday,False,False,12.0,-1.8,3.4,49.0,0.0
강북구,1404,21.193019943019944,2023-02-27,Monday,False,False,12.0,-1.8,3.4,49.0,0.0
강서구,11338,14.162638913388605,2023-02-27,Monday,False,False,12.0,-1.8,3.4,49.0,0.0
관악구,2389,19.59648388447049,2023-02-27,Monday,False,False,12.0,-1.8,3.4,49.0,0.0
광진구,4607,19.846754938137618,2023-02-27,Monday,False,False,12.0,-1.8,3.4,49.0,0.0
구로구,3779,19.47367028314369,2023-02-27,Monday,False,False,12.0,-1.8,3.4,49.0,0.0
금천구,1855,18.73854447439353,2023-02-27,Monday,False,False,12.0,-1.8,3.4,49.0,0.0
노원구,5501,19.572441374295583,2023-02-27,Monday,False,False,12.0,-1.8,3.4,49.0,0.0
도봉구,2014,20.38083416087388,2023-02-27,Monday,False,False,12.0,-1.8,3.4,49.0,0.0
동대문구,3479,21.035067548146017,2023-02-27,Monday,False,False,12.0,-1.8,3.4,49.0,0.0
동작구,1865,22.27131367292225,2023-02-27,Monday,False,False,12.0,-1.8,3.4,49.0,0.0
마포구,4895,23.602655771195096,2023-02-27,Monday,False,False,12.0,-1.8,3.4,49.0,0.0
서대문구,1909,23.236249345206915,2023-02-27,Monday,False,False,12.0,-1.8,3.4,49.0,0.0
서초구,2912,23.99896978021978,2023-02-27,Monday,False,False,12.0,-1.8,3.4,49.0,0.0
성동구,4123,22.19742905651225,2023-02-27,Monday,False,False,12.0,-1.8,3.4,49.0,0.0
성북구,2208,21.117753623188406,2023-02-27,Monday,False,False,12.0,-1.8,3.4,49.0,0.0
송파구,9175,19.919782016348773,2023-02-27,Monday,False,False,12.0,-1.8,3.4,49.0,0.0
양천구,5489,17.87830205866278,2023-02-27,Monday,False,False,12.0,-1.8,3.4,49.0,0.0
영등포구,8193,20.28255828145978,2023-02-27,Monday,False,False,12.0,-1.8,3.4,49.0,0.0
용산구,1959,24.31036242981113,2023-02-27,Monday,False,False,12.0,-1.8,3.4,49.0,0.0
은평구,2291,19.907027498908775,2023-02-27,Monday,False,False,12.0,-1.8,3.4,49.0,0.0
종로구,3921,20.273909716908953,2023-02-27,Monday,False,False,12.0,-1.8,3.4,49.0,0.0
중구,2712,20.299041297935105,2023-02-27,Monday,False,False,12.0,-1.8,3.4,49.0,0.0
중랑구,2595,17.42543352601156,2023-02-27,Monday,False,False,12.0,-1.8,3.4,49.0,0.0
