index,STA_LOC,USE_CNT,MOVE_METER,MOVE_TIME,DATE,tempmax,tempmin,feelslike,humidity
0,강남구,5276,17088690.91,132818,2023-05-18,26.9,19.2,21.7,73.6
1,강동구,7526,15762979.39,141928,2023-05-18,26.9,19.2,21.7,73.6
2,강북구,2622,6321466.83,54257,2023-05-18,26.9,19.2,21.7,73.6
3,강서구,20837,36684030.54,293630,2023-05-18,26.9,19.2,21.7,73.6
4,관악구,4351,11699467.03,91296,2023-05-18,26.9,19.2,21.7,73.6
5,광진구,8082,19463698.7,164302,2023-05-18,26.9,19.2,21.7,73.6
6,구로구,7571,18829235.7,138981,2023-05-18,26.9,19.2,21.7,73.6
7,금천구,3403,8658995.65,59797,2023-05-18,26.9,19.2,21.7,73.6
8,노원구,11273,25380960.01,206188,2023-05-18,26.9,19.2,21.7,73.6
9,도봉구,3805,9432737.02,78381,2023-05-18,26.9,19.2,21.7,73.6
10,동대문구,6582,16807947.07,139418,2023-05-18,26.9,19.2,21.7,73.6
11,동작구,3457,9897033.86,74380,2023-05-18,26.9,19.2,21.7,73.6
12,마포구,8025,23700446.72,192072,2023-05-18,26.9,19.2,21.7,73.6
13,서대문구,3391,10258236.21,76696,2023-05-18,26.9,19.2,21.7,73.6
14,서초구,5083,16392140.1,127353,2023-05-18,26.9,19.2,21.7,73.6
15,성동구,6800,20429909.42,158430,2023-05-18,26.9,19.2,21.7,73.6
16,성북구,4741,11893687.55,93818,2023-05-18,26.9,19.2,21.7,73.6
17,송파구,15291,35542477.18,303700,2023-05-18,26.9,19.2,21.7,73.6
18,양천구,9703,19779605.94,168343,2023-05-18,26.9,19.2,21.7,73.6
19,영등포구,13871,35975589.31,291837,2023-05-18,26.9,19.2,21.7,73.6
20,용산구,3407,10709911.18,81205,2023-05-18,26.9,19.2,21.7,73.6
21,은평구,4136,9632458.53,80487,2023-05-18,26.9,19.2,21.7,73.6
22,종로구,6282,13803644.68,127779,2023-05-18,26.9,19.2,21.7,73.6
23,중구,4281,10329592.28,90700,2023-05-18,26.9,19.2,21.7,73.6
24,중랑구,5434,12626917.07,102422,2023-05-18,26.9,19.2,21.7,73.6
