STA_LOC,USE_CNT,MOVE_METER,MOVE_TIME,DATE
강남구,6088,21123293.07,160056,2023-05-24
강동구,8023,17506916.42,158024,2023-05-24
강북구,2898,7498737.64,62910,2023-05-24
강서구,23558,43787723.94,358588,2023-05-24
관악구,4914,13840110.65,104615,2023-05-24
광진구,9416,22270068.27,189759,2023-05-24
구로구,7951,21272182.84,164171,2023-05-24
금천구,3691,10230546.67,72374,2023-05-24
노원구,12190,27988014.29,232629,2023-05-24
도봉구,4347,11153208.26,87591,2023-05-24
동대문구,7376,18839081.04,152772,2023-05-24
동작구,4218,12661780.65,97967,2023-05-24
마포구,9254,28376899.94,231664,2023-05-24
서대문구,3872,11872777.16,87402,2023-05-24
서초구,6005,21002094.97,158252,2023-05-24
성동구,7599,23918219.68,187321,2023-05-24
성북구,4833,12537383.71,97587,2023-05-24
송파구,18514,44291914.04,382441,2023-05-24
양천구,10882,22899093.06,197386,2023-05-24
영등포구,15818,42736792.57,352482,2023-05-24
용산구,3860,13052849.54,95466,2023-05-24
은평구,4798,12010463.47,98297,2023-05-24
종로구,6765,14966520.19,139509,2023-05-24
중구,4992,12812654.21,114539,2023-05-24
중랑구,5842,13957722.03,110161,2023-05-24
