STA_LOC,USE_CNT,MOVE_METER,MOVE_TIME,DATE
강남구,3861,15623736.37,127927,2023-05-07
강동구,5298,13945453.8,128498,2023-05-07
강북구,2088,5829812.61,53233,2023-05-07
강서구,11972,27954982.62,236005,2023-05-07
관악구,3409,10925802.52,85372,2023-05-07
광진구,6157,18048469.25,153615,2023-05-07
구로구,4555,14954163.52,116121,2023-05-07
금천구,1615,5980714.02,46110,2023-05-07
노원구,8006,20924288.55,178162,2023-05-07
도봉구,3107,9247950.62,76989,2023-05-07
동대문구,4321,12502077.91,103004,2023-05-07
동작구,2800,10003423.1,84918,2023-05-07
마포구,7118,27188884.17,234235,2023-05-07
서대문구,2609,9396572.09,74893,2023-05-07
서초구,3405,13768278.25,122899,2023-05-07
성동구,4949,18773584.12,164234,2023-05-07
성북구,3080,9288969.12,79223,2023-05-07
송파구,11372,33312996.84,292099,2023-05-07
양천구,6756,16829004.79,149020,2023-05-07
영등포구,9652,32575222.75,280498,2023-05-07
용산구,3477,14521402.4,117277,2023-05-07
은평구,3376,9836620.58,81936,2023-05-07
종로구,3818,8879407.71,84355,2023-05-07
중구,2301,6150595.55,57684,2023-05-07
중랑구,3646,10197985.47,82425,2023-05-07
