STA_LOC,USE_CNT,MOVE_METER,MOVE_TIME,DATE
강남구,987,3449802.95,30117,2023-05-06
강동구,1607,3471508.16,35097,2023-05-06
강북구,708,1925631.11,17094,2023-05-06
강서구,4559,8963270.99,80200,2023-05-06
관악구,1098,3072952.22,26781,2023-05-06
광진구,1905,4601665.69,43019,2023-05-06
구로구,1475,4035666.52,32920,2023-05-06
금천구,467,1286888.34,10384,2023-05-06
노원구,2681,6413229.62,56249,2023-05-06
도봉구,1019,2743193.98,23682,2023-05-06
동대문구,1318,3746412.79,33864,2023-05-06
동작구,724,2164480.39,18326,2023-05-06
마포구,2120,6796639.2,59659,2023-05-06
서대문구,841,2849747.86,22875,2023-05-06
서초구,840,2781109.89,24675,2023-05-06
성동구,1353,4536695.47,38538,2023-05-06
성북구,963,2637538.43,23616,2023-05-06
송파구,3058,7698509.14,65781,2023-05-06
양천구,2534,5244510.79,47671,2023-05-06
영등포구,2797,7439772.52,66025,2023-05-06
용산구,746,2357016.84,19416,2023-05-06
은평구,1222,3414943.2,28634,2023-05-06
종로구,1127,2557958.12,25446,2023-05-06
중구,692,1774712.98,15309,2023-05-06
중랑구,1267,2985512.92,25624,2023-05-06
