STA_LOC,USE_CNT,MOVE_METER,MOVE_TIME,DATE
강남구,5823,19728844.73,156971,2023-05-12
강동구,8194,17980353.43,167141,2023-05-12
강북구,2750,6928140.86,57135,2023-05-12
강서구,21817,41072575.12,338103,2023-05-12
관악구,4702,13182018.19,104140,2023-05-12
광진구,9122,24129646.18,204453,2023-05-12
구로구,7634,20551591.53,157098,2023-05-12
금천구,3366,8951887.83,64062,2023-05-12
노원구,11657,26801776.59,225946,2023-05-12
도봉구,4072,10322744.11,84327,2023-05-12
동대문구,6843,18069089.74,150387,2023-05-12
동작구,3946,12202527.29,96327,2023-05-12
마포구,9446,29782108.06,250882,2023-05-12
서대문구,3745,11566330.57,89107,2023-05-12
서초구,6088,21576854.97,173567,2023-05-12
성동구,7772,24852627.78,202355,2023-05-12
성북구,4644,11807374.32,97025,2023-05-12
송파구,17674,44061724.34,388890,2023-05-12
양천구,10441,22248451.78,194154,2023-05-12
영등포구,15237,42513195.35,361094,2023-05-12
용산구,4051,14009881.540000001,107854,2023-05-12
은평구,4710,11540540.33,95955,2023-05-12
종로구,7134,15924424.35,151780,2023-05-12
중구,4759,11904876.06,111472,2023-05-12
중랑구,5653,13684496.9,113173,2023-05-12
