STA_LOC,USE_CNT,MOVE_METER,MOVE_TIME,DATE
강남구,5028,19545747.4,157420,2023-05-20
강동구,7597,18883314.18,176528,2023-05-20
강북구,2554,7075176.77,60456,2023-05-20
강서구,16714,36194311.84,312938,2023-05-20
관악구,4679,14445414.74,117352,2023-05-20
광진구,8805,25789260.79,229490,2023-05-20
구로구,6286,19223947.22,150940,2023-05-20
금천구,2184,7634979.75,57586,2023-05-20
노원구,11136,28338541.42,249084,2023-05-20
도봉구,3976,11399304.48,95430,2023-05-20
동대문구,5903,17522574.25,153224,2023-05-20
동작구,3829,13330287.7,112392,2023-05-20
마포구,9569,35396019.45,313293,2023-05-20
서대문구,3294,11588560.16,97439,2023-05-20
서초구,5410,21599526.18,188690,2023-05-20
성동구,6723,25282874.76,215848,2023-05-20
성북구,4201,12164058.84,99664,2023-05-20
송파구,16565,46320650.73,428584,2023-05-20
양천구,9720,22425962.51,202562,2023-05-20
영등포구,13519,45774672.43,402054,2023-05-20
용산구,4416,17792372.55,145054,2023-05-20
은평구,4378,12546005.81,107937,2023-05-20
종로구,4884,11649531.82,117101,2023-05-20
중구,3051,7625518.06,74654,2023-05-20
중랑구,5780,15659325.63,136919,2023-05-20
