index,STA_LOC,USE_CNT,MOVE_METER,MOVE_TIME,DATE,tempmax,tempmin,feelslike,humidity
0,강남구,5728,19884769.84,154845,2022-09-19,29.3,20.3,25.4,63.8
1,강동구,7937,17685567.43,161703,2022-09-19,29.3,20.3,25.4,63.8
2,강북구,2410,6397330.8,54428,2022-09-19,29.3,20.3,25.4,63.8
3,강서구,21039,40281996.64,335139,2022-09-19,29.3,20.3,25.4,63.8
4,관악구,4549,12660858.0,102788,2022-09-19,29.3,20.3,25.4,63.8
5,광진구,9132,22153707.94,185542,2022-09-19,29.3,20.3,25.4,63.8
6,구로구,7021,19375578.01,147609,2022-09-19,29.3,20.3,25.4,63.8
7,금천구,3395,9255000.34,69622,2022-09-19,29.3,20.3,25.4,63.8
8,노원구,10113,24917444.44,202701,2022-09-19,29.3,20.3,25.4,63.8
9,도봉구,3659,10331189.62,78714,2022-09-19,29.3,20.3,25.4,63.8
10,동대문구,6478,17186969.8,139112,2022-09-19,29.3,20.3,25.4,63.8
11,동작구,3963,11994573.0,92884,2022-09-19,29.3,20.3,25.4,63.8
12,마포구,9358,29326957.88,243211,2022-09-19,29.3,20.3,25.4,63.8
13,서대문구,3578,10776428.72,81678,2022-09-19,29.3,20.3,25.4,63.8
14,서초구,6259,20436016.05,166169,2022-09-19,29.3,20.3,25.4,63.8
15,성동구,7135,22792044.55,183960,2022-09-19,29.3,20.3,25.4,63.8
16,성북구,4606,12161509.42,98196,2022-09-19,29.3,20.3,25.4,63.8
17,송파구,16238,40606705.13,361321,2022-09-19,29.3,20.3,25.4,63.8
18,양천구,10333,21365648.76,186762,2022-09-19,29.3,20.3,25.4,63.8
19,영등포구,15805,42669964.44,357938,2022-09-19,29.3,20.3,25.4,63.8
20,용산구,3464,11867679.88,92389,2022-09-19,29.3,20.3,25.4,63.8
21,은평구,4636,11633729.2,95680,2022-09-19,29.3,20.3,25.4,63.8
22,종로구,6630,14712335.64,137375,2022-09-19,29.3,20.3,25.4,63.8
23,중구,4537,11432319.6,101748,2022-09-19,29.3,20.3,25.4,63.8
24,중랑구,5186,12377709.66,101099,2022-09-19,29.3,20.3,25.4,63.8
