index,STA_LOC,USE_CNT,MOVE_METER,MOVE_TIME,DATE,tempmax,tempmin,feelslike,humidity
0,강남구,1225,4103697.47,34359,2022-09-04,24.0,20.0,22.3,85.6
1,강동구,2098,4347179.05,40659,2022-09-04,24.0,20.0,22.3,85.6
2,강북구,598,1462732.93,11822,2022-09-04,24.0,20.0,22.3,85.6
3,강서구,3981,7510956.37,64955,2022-09-04,24.0,20.0,22.3,85.6
4,관악구,1379,3413912.78,29318,2022-09-04,24.0,20.0,22.3,85.6
5,광진구,2148,5282919.88,44512,2022-09-04,24.0,20.0,22.3,85.6
6,구로구,1463,3811941.5,30969,2022-09-04,24.0,20.0,22.3,85.6
7,금천구,540,1407154.51,11086,2022-09-04,24.0,20.0,22.3,85.6
8,노원구,2122,5506758.21,42792,2022-09-04,24.0,20.0,22.3,85.6
9,도봉구,731,1927447.55,15466,2022-09-04,24.0,20.0,22.3,85.6
10,동대문구,1430,3561561.52,31054,2022-09-04,24.0,20.0,22.3,85.6
11,동작구,935,2557721.97,21871,2022-09-04,24.0,20.0,22.3,85.6
12,마포구,1907,5974725.37,55054,2022-09-04,24.0,20.0,22.3,85.6
13,서대문구,852,2526681.62,19616,2022-09-04,24.0,20.0,22.3,85.6
14,서초구,1242,4010055.67,33587,2022-09-04,24.0,20.0,22.3,85.6
15,성동구,1321,4286957.76,33284,2022-09-04,24.0,20.0,22.3,85.6
16,성북구,975,2366028.54,20279,2022-09-04,24.0,20.0,22.3,85.6
17,송파구,3951,9539279.45,84666,2022-09-04,24.0,20.0,22.3,85.6
18,양천구,2599,4948718.5,44282,2022-09-04,24.0,20.0,22.3,85.6
19,영등포구,3081,8319042.09,70792,2022-09-04,24.0,20.0,22.3,85.6
20,용산구,904,3222164.11,25987,2022-09-04,24.0,20.0,22.3,85.6
21,은평구,1023,2247027.73,19849,2022-09-04,24.0,20.0,22.3,85.6
22,종로구,952,2244475.14,19780,2022-09-04,24.0,20.0,22.3,85.6
23,중구,707,1846804.79,17000,2022-09-04,24.0,20.0,22.3,85.6
24,중랑구,1182,2593109.47,21423,2022-09-04,24.0,20.0,22.3,85.6
