index,STA_LOC,USE_CNT,MOVE_METER,MOVE_TIME,DATE,tempmax,tempmin,feelslike,humidity
0,강남구,3339,14569781.27,117953,2022-09-11,26.3,20.6,23.3,67.9
1,강동구,4610,13203336.85,119533,2022-09-11,26.3,20.6,23.3,67.9
2,강북구,1790,5916070.72,47172,2022-09-11,26.3,20.6,23.3,67.9
3,강서구,10315,25222074.41,210484,2022-09-11,26.3,20.6,23.3,67.9
4,관악구,3075,10813287.9,87367,2022-09-11,26.3,20.6,23.3,67.9
5,광진구,5183,18331121.56,149924,2022-09-11,26.3,20.6,23.3,67.9
6,구로구,3988,15205393.42,115457,2022-09-11,26.3,20.6,23.3,67.9
7,금천구,1394,6164017.65,46292,2022-09-11,26.3,20.6,23.3,67.9
8,노원구,6486,20780971.83,162745,2022-09-11,26.3,20.6,23.3,67.9
9,도봉구,2828,10473943.17,77610,2022-09-11,26.3,20.6,23.3,67.9
10,동대문구,3258,11467764.14,91467,2022-09-11,26.3,20.6,23.3,67.9
11,동작구,2413,9302776.76,77410,2022-09-11,26.3,20.6,23.3,67.9
12,마포구,6450,25727722.29,223240,2022-09-11,26.3,20.6,23.3,67.9
13,서대문구,2417,10248658.35,78095,2022-09-11,26.3,20.6,23.3,67.9
14,서초구,3722,16749155.35,139740,2022-09-11,26.3,20.6,23.3,67.9
15,성동구,4220,19029591.79,158148,2022-09-11,26.3,20.6,23.3,67.9
16,성북구,2589,9140531.73,71244,2022-09-11,26.3,20.6,23.3,67.9
17,송파구,10388,33718853.15,295543,2022-09-11,26.3,20.6,23.3,67.9
18,양천구,6565,17697955.0,148999,2022-09-11,26.3,20.6,23.3,67.9
19,영등포구,8689,32147756.84,285602,2022-09-11,26.3,20.6,23.3,67.9
20,용산구,2864,12264308.57,99987,2022-09-11,26.3,20.6,23.3,67.9
21,은평구,3238,11164786.86,89741,2022-09-11,26.3,20.6,23.3,67.9
22,종로구,3084,7695254.74,76491,2022-09-11,26.3,20.6,23.3,67.9
23,중구,1819,5240369.13,46458,2022-09-11,26.3,20.6,23.3,67.9
24,중랑구,3037,9968278.47,77271,2022-09-11,26.3,20.6,23.3,67.9
