STA_LOC,USE_CNT,AVG_MOVE_TIME,DATE,Day_of_Week,Is_Holiday,Is_Weekend
강남구,4719,23.696122059758423,2025-08-05,Tuesday,False,False
강동구,6527,19.176037996016547,2025-08-05,Tuesday,False,False
강북구,1702,21.96650998824912,2025-08-05,Tuesday,False,False
강서구,18340,14.244547437295529,2025-08-05,Tuesday,False,False
관악구,2932,21.64631650750341,2025-08-05,Tuesday,False,False
광진구,6393,19.75129047395589,2025-08-05,Tuesday,False,False
구로구,5736,18.98988842398884,2025-08-05,Tuesday,False,False
금천구,2634,17.419893697798027,2025-08-05,Tuesday,False,False
노원구,7936,18.94858870967742,2025-08-05,Tuesday,False,False
도봉구,2824,21.25531161473088,2025-08-05,Tuesday,False,False
동대문구,4558,20.23694602896007,2025-08-05,Tuesday,False,False
동작구,2355,23.553290870488322,2025-08-05,Tuesday,False,False
마포구,6174,24.301263362487852,2025-08-05,Tuesday,False,False
서대문구,2438,23.029532403609515,2025-08-05,Tuesday,False,False
서초구,4243,22.278340796606177,2025-08-05,Tuesday,False,False
성동구,5034,23.405641636869287,2025-08-05,Tuesday,False,False
성북구,2663,21.759294029290274,2025-08-05,Tuesday,False,False
송파구,12321,19.24819414008603,2025-08-05,Tuesday,False,False
양천구,8437,17.450160009482044,2025-08-05,Tuesday,False,False
영등포구,13038,19.985887406043872,2025-08-05,Tuesday,False,False
용산구,2501,24.041183526589364,2025-08-05,Tuesday,False,False
은평구,3131,20.180772916001278,2025-08-05,Tuesday,False,False
종로구,4346,18.860791532443628,2025-08-05,Tuesday,False,False
중구,3430,21.96530612244898,2025-08-05,Tuesday,False,False
중랑구,3604,19.194506104328525,2025-08-05,Tuesday,False,False
