index,STA_LOC,USE_CNT,MOVE_METER,MOVE_TIME,DATE,tempmax,tempmin,feelslike,humidity
0,강남구,4038,13038285.71,112540,2023-10-21,16.6,6.2,10.0,54.3
1,강동구,5778,12552399.57,125137,2023-10-21,16.6,6.2,10.0,54.3
2,강북구,1986,5275791.14,46159,2023-10-21,16.6,6.2,10.0,54.3
3,강서구,14407,26887173.36,240693,2023-10-21,16.6,6.2,10.0,54.3
4,관악구,3553,9583037.02,82645,2023-10-21,16.6,6.2,10.0,54.3
5,광진구,6358,15732352.96,143791,2023-10-21,16.6,6.2,10.0,54.3
6,구로구,5012,12921961.54,108272,2023-10-21,16.6,6.2,10.0,54.3
7,금천구,1829,5401440.77,45327,2023-10-21,16.6,6.2,10.0,54.3
8,노원구,8490,19976074.22,177547,2023-10-21,16.6,6.2,10.0,54.3
9,도봉구,3021,8042598.1,67889,2023-10-21,16.6,6.2,10.0,54.3
10,동대문구,4386,11121122.32,100028,2023-10-21,16.6,6.2,10.0,54.3
11,동작구,2827,8552201.76,76140,2023-10-21,16.6,6.2,10.0,54.3
12,마포구,7227,21665504.21,207430,2023-10-21,16.6,6.2,10.0,54.3
13,서대문구,2680,8279280.46,69909,2023-10-21,16.6,6.2,10.0,54.3
14,서초구,4056,13894280.31,127647,2023-10-21,16.6,6.2,10.0,54.3
15,성동구,4848,15632007.36,140166,2023-10-21,16.6,6.2,10.0,54.3
16,성북구,3316,8219837.07,73781,2023-10-21,16.6,6.2,10.0,54.3
17,송파구,12329,30664118.54,302277,2023-10-21,16.6,6.2,10.0,54.3
18,양천구,8401,17017249.33,163018,2023-10-21,16.6,6.2,10.0,54.3
19,영등포구,10530,27660701.4,262455,2023-10-21,16.6,6.2,10.0,54.3
20,용산구,3245,10814174.84,95513,2023-10-21,16.6,6.2,10.0,54.3
21,은평구,3706,9154740.58,84909,2023-10-21,16.6,6.2,10.0,54.3
22,종로구,3849,8461454.12,83709,2023-10-21,16.6,6.2,10.0,54.3
23,중구,2546,6184667.94,60131,2023-10-21,16.6,6.2,10.0,54.3
24,중랑구,4082,9566035.54,84727,2023-10-21,16.6,6.2,10.0,54.3
