STA_LOC,USE_CNT,MOVE_METER,MOVE_TIME,DATE
강남구,3362,10077942.61,86582,2023-10-19
강동구,4899,9376558.73,95749,2023-10-19
강북구,1746,4002775.03,36159,2023-10-19
강서구,15845,27079067.77,243384,2023-10-19
관악구,3069,7402615.87,64422,2023-10-19
광진구,5178,11514227.33,107183,2023-10-19
구로구,5035,11423593.16,96450,2023-10-19
금천구,1980,4955114.96,39558,2023-10-19
노원구,7649,16046214.47,142250,2023-10-19
도봉구,2620,6134359.78,53966,2023-10-19
동대문구,4046,9529724.65,86205,2023-10-19
동작구,2635,6736701.84,56510,2023-10-19
마포구,5689,16052971.96,140031,2023-10-19
서대문구,2429,6648639.27,53229,2023-10-19
서초구,3532,10287742.54,83521,2023-10-19
성동구,3942,11452702.11,97413,2023-10-19
성북구,3062,6922470.43,58685,2023-10-19
송파구,9294,20414704.67,191818,2023-10-19
양천구,7441,13836704.07,128245,2023-10-19
영등포구,9387,21577717.31,199776,2023-10-19
용산구,2323,7349204.68,57611,2023-10-19
은평구,3263,6818853.18,63184,2023-10-19
종로구,3691,7929131.4,80910,2023-10-19
중구,2586,6191108.69,59866,2023-10-19
중랑구,3494,7389788.3,64249,2023-10-19
