STA_LOC,USE_CNT,MOVE_METER,MOVE_TIME,DATE
강남구,7032,21639822.94,177002,2023-10-06
강동구,8215,16661977.0,160939,2023-10-06
강북구,2458,6048878.59,53889,2023-10-06
강서구,24304,42082447.86,363623,2023-10-06
관악구,4358,10812225.61,91007,2023-10-06
광진구,9797,21726279.0,195479,2023-10-06
구로구,8215,19620101.33,160154,2023-10-06
금천구,3901,9121619.26,72150,2023-10-06
노원구,11356,24105098.42,216267,2023-10-06
도봉구,3989,9831708.41,79956,2023-10-06
동대문구,6546,15949073.22,139424,2023-10-06
동작구,4082,11286621.87,93153,2023-10-06
마포구,9454,27568019.81,237383,2023-10-06
서대문구,3877,10742902.17,83982,2023-10-06
서초구,6278,18680823.89,158310,2023-10-06
성동구,8301,24011809.61,207387,2023-10-06
성북구,4637,11299932.42,93475,2023-10-06
송파구,16910,38819737.54,359042,2023-10-06
양천구,11617,23025646.16,208409,2023-10-06
영등포구,17482,42144252.15,380910,2023-10-06
용산구,4188,13940967.25,111538,2023-10-06
은평구,4680,10604170.4,91924,2023-10-06
종로구,7544,15599719.18,154111,2023-10-06
중구,5399,12573192.04,122145,2023-10-06
중랑구,5450,12449606.19,104033,2023-10-06
