index,STA_LOC,USE_CNT,MOVE_METER,MOVE_TIME,DATE,tempmax,tempmin,feelslike,humidity
0,강남구,4974,21404342.87,179564,2023-10-01,23.5,14.6,18.4,60.7
1,강동구,6377,17402034.54,161029,2023-10-01,23.5,14.6,18.4,60.7
2,강북구,2371,6885538.48,58446,2023-10-01,23.5,14.6,18.4,60.7
3,강서구,13922,33258149.8,282605,2023-10-01,23.5,14.6,18.4,60.7
4,관악구,3403,11736727.5,93747,2023-10-01,23.5,14.6,18.4,60.7
5,광진구,8254,25633503.95,233301,2023-10-01,23.5,14.6,18.4,60.7
6,구로구,5619,19552538.66,151523,2023-10-01,23.5,14.6,18.4,60.7
7,금천구,1829,6955864.18,54044,2023-10-01,23.5,14.6,18.4,60.7
8,노원구,9057,26616778.32,214888,2023-10-01,23.5,14.6,18.4,60.7
9,도봉구,3609,12252151.38,91024,2023-10-01,23.5,14.6,18.4,60.7
10,동대문구,4536,14936531.52,123028,2023-10-01,23.5,14.6,18.4,60.7
11,동작구,3549,13487656.07,113433,2023-10-01,23.5,14.6,18.4,60.7
12,마포구,8933,35280942.71,319313,2023-10-01,23.5,14.6,18.4,60.7
13,서대문구,3223,12710699.69,101585,2023-10-01,23.5,14.6,18.4,60.7
14,서초구,5031,23041444.67,198929,2023-10-01,23.5,14.6,18.4,60.7
15,성동구,6394,25450737.65,229700,2023-10-01,23.5,14.6,18.4,60.7
16,성북구,3471,11414814.24,90388,2023-10-01,23.5,14.6,18.4,60.7
17,송파구,14042,42717900.85,406949,2023-10-01,23.5,14.6,18.4,60.7
18,양천구,8910,22950838.61,202562,2023-10-01,23.5,14.6,18.4,60.7
19,영등포구,12609,46113324.42,413009,2023-10-01,23.5,14.6,18.4,60.7
20,용산구,4731,18949770.24,164895,2023-10-01,23.5,14.6,18.4,60.7
21,은평구,4300,13920410.47,115583,2023-10-01,23.5,14.6,18.4,60.7
22,종로구,4386,10741616.94,102895,2023-10-01,23.5,14.6,18.4,60.7
23,중구,2813,7459630.27,73285,2023-10-01,23.5,14.6,18.4,60.7
24,중랑구,4677,13926610.47,112683,2023-10-01,23.5,14.6,18.4,60.7
