STA_LOC,USE_CNT,MOVE_METER,MOVE_TIME,DATE
강남구,6871,21857096.15,174524,2023-10-10
강동구,8275,16823400.72,158626,2023-10-10
강북구,2551,6245489.18,56969,2023-10-10
강서구,23031,40852687.1,357329,2023-10-10
관악구,4624,11420266.59,99470,2023-10-10
광진구,9715,21410736.31,188225,2023-10-10
구로구,8249,20137045.7,160942,2023-10-10
금천구,3978,10165274.7,74196,2023-10-10
노원구,10995,24313235.77,214882,2023-10-10
도봉구,3896,10191374.09,77966,2023-10-10
동대문구,6510,16488155.75,140489,2023-10-10
동작구,3952,10989604.05,88362,2023-10-10
마포구,9177,26329339.75,225484,2023-10-10
서대문구,3555,10182851.53,79203,2023-10-10
서초구,6290,18977791.89,155305,2023-10-10
성동구,7911,23488177.73,187542,2023-10-10
성북구,4633,11176113.73,93711,2023-10-10
송파구,16788,38785302.17,351883,2023-10-10
양천구,11030,22237452.51,195344,2023-10-10
영등포구,17304,42205502.51,368747,2023-10-10
용산구,3935,12666352.22,99766,2023-10-10
은평구,4376,9998374.88,87493,2023-10-10
종로구,6835,14287690.02,141221,2023-10-10
중구,5283,12789624.74,119699,2023-10-10
중랑구,5515,12452465.81,101538,2023-10-10
