STA_LOC,USE_CNT,MOVE_METER,MOVE_TIME,DATE
강남구,6474,19639887.27,159087,2023-10-17
강동구,8117,16134705.290000001,155572,2023-10-17
강북구,2615,6130383.59,54464,2023-10-17
강서구,23619,40540550.03,342495,2023-10-17
관악구,4566,11590263.61,91498,2023-10-17
광진구,8830,20002968.25,176360,2023-10-17
구로구,8148,19206012.52,148211,2023-10-17
금천구,3746,9944734.55,72651,2023-10-17
노원구,11111,23337544.57,204554,2023-10-17
도봉구,3798,9398896.72,76271,2023-10-17
동대문구,6709,16010567.18,140554,2023-10-17
동작구,3842,10840292.58,84389,2023-10-17
마포구,9053,25660080.31,222375,2023-10-17
서대문구,3610,10110310.4,77242,2023-10-17
서초구,6091,17946243.66,142640,2023-10-17
성동구,7309,20971514.0,169310,2023-10-17
성북구,4624,10803371.95,90256,2023-10-17
송파구,16527,37246291.78,337630,2023-10-17
양천구,11041,21699224.22,191940,2023-10-17
영등포구,16570,40307499.61,349612,2023-10-17
용산구,3843,11962970.84,94029,2023-10-17
은평구,4604,10133744.87,89096,2023-10-17
종로구,6361,13242357.63,128676,2023-10-17
중구,5091,12186677.86,109370,2023-10-17
중랑구,5477,12202237.49,99692,2023-10-17
