STA_LOC,USE_CNT,MOVE_METER,MOVE_TIME,DATE
강남구,6559,19518447.51,157801,2023-10-31
강동구,7951,15993549.51,150753,2023-10-31
강북구,2680,6445007.15,58122,2023-10-31
강서구,23815,40468732.52,343555,2023-10-31
관악구,4431,10758325.52,91147,2023-10-31
광진구,9397,19906857.56,184315,2023-10-31
구로구,8056,18550482.15,146176,2023-10-31
금천구,3856,9274904.06,67902,2023-10-31
노원구,11371,24575094.49,210269,2023-10-31
도봉구,3938,9992786.39,80281,2023-10-31
동대문구,6761,16180782.64,138136,2023-10-31
동작구,3797,10345278.18,82298,2023-10-31
마포구,9294,25119089.96,214024,2023-10-31
서대문구,3734,10442442.47,80174,2023-10-31
서초구,5915,16998539.97,135388,2023-10-31
성동구,7488,20940153.88,178744,2023-10-31
성북구,4969,11446612.81,94450,2023-10-31
송파구,16392,36946716.55,334924,2023-10-31
양천구,10522,21099331.07,183228,2023-10-31
영등포구,16247,38749002.29,335702,2023-10-31
용산구,3665,11546143.92,87799,2023-10-31
은평구,4855,10454075.03,90782,2023-10-31
종로구,6934,14928809.43,142438,2023-10-31
중구,5231,12528057.39,117071,2023-10-31
중랑구,5248,11963292.27,97746,2023-10-31
